zipcode;locality;subregion;region
33725;33007;33;03
33728;33007;33;03
33733;33029;33;03
33865;33059;33;03
33888;33001;33;03
33979;33032;33;03
33987;33032;33;03
34111;34157;34;07
34487;34005;34;07
35211;35026;35;05
35259;35011;35;05
36071;36038;36;12
36100;36058;36;12
36141;36058;36;12
36158;36038;36;12
36194;36002;36;12
36300;36003;36;12
36613;36060;36;12
36646;36056;36;12
36814;36045;36;12
36839;36025;36;12
36880;36009;36;12
36966;36051;36;12
36980;36022;36;12
36995;36041;36;12
37192;37087;37;07
37320;37358;37;07
37339;37374;37;07
37494;37183;37;07
37530;37307;37;07
37640;37001;37;07
37840;37324;37;07
38310;38026;38;05
38398;38039;38;05
38479;38042;38;05
38590;38020;38;05
38780;38047;38;05
38812;38003;38;05
38870;38049;38;05
39292;39027;39;06
39553;39063;39;06
39556;39053;39;06
39569;39095;39;06
39619;39042;39;06
39685;39097;39;06
39692;39099;39;06
39727;39037;39;06
39806;39083;39;06
40004;40194;40;07
40142;40111;40;07
40236;40108;40;07
40242;40063;40;07
40310;40195;40;07
40332;40056;40;07
40351;40192;40;07
40480;40057;40;07
40510;40170;40;07
41719;41095;41;01
41820;41025;41;01
41950;41029;41;01
42003;42173;42;07
42112;42024;42;07
42148;42178;42;07
42223;42068;42;07
42313;42043;42;07
42315;42152;42;07
43423;43107;43;09
43550;43156;43;09
43590;43155;43;09
43830;43153;43;09
44150;44017;44;02
44350;44056;44;02
44358;44085;44;02
44400;44158;44;02
44432;44012;44;02
44494;44252;44;02
44597;44225;44;02
45223;45161;45;08
45522;45003;45;08
45524;45147;45;08
45575;45010;45;08
45641;45043;45;08
45750;45078;45;08
45789;45175;45;08
45870;45084;45;08
45880;45054;45;08
45908;45129;45;08
46021;46250;46;10
46174;46114;46;10
46311;46254;46;10
46339;46080;46;10
46350;46108;46;10
46353;46213;46;10
46408;46105;46;10
46611;46064;46;10
46622;46239;46;10
46700;46131;46;10
46840;46200;46;10
47314;47114;47;07
47510;47004;47;07
47671;47177;47;07
47850;47220;47;07
48012;48020;48;16
48180;48903;48;16
48490;48065;48;16
48902;48013;48;16
49319;49112;49;07
49336;49139;49;07
49621;49206;49;07
49660;49257;49;07
49860;49249;49;07
50130;50045;50;02
50131;50136;50;02
50138;50275;50;02
50163;50104;50;02
50173;50193;50;02
50259;50031;50;02
50297;50212;50;02
50340;50159;50;02
50688;50144;50;02
01003;01059;01;16
01308;01019;01;16
02151;02021;02;08
02260;02034;02;08
02460;02084;02;08
02691;02029;02;08
03007;03014;03;10
03010;03014;03;10
03649;03089;03;10
03786;03134;03;10
04002;04013;04;01
04479;04046;04;01
04549;04050;04;01
04778;04003;04;01
04887;04092;04;01
04899;04083;04;01
05130;05238;05;07
05131;05125;05;07
05268;05222;05;07
05358;05210;05;07
05369;05147;05;07
05694;05024;05;07
06194;06015;06;11
06487;06038;06;11
06498;06072;06;11
06600;06023;06;11
06929;06014;06;11
07005;07040;07;04
07071;07040;07;04
07510;07060;07;04
07691;07057;07;04
07712;07032;07;04
07817;07048;07;04
08004;08019;08;09
08214;08904;08;09
08233;08291;08;09
08348;08030;08;09
08394;08264;08;09
08611;08022;08;09
08700;08102;08;09
08718;08028;08;09
08776;08232;08;09
08777;08236;08;09
08791;08222;08;09
09108;09243;09;07
09117;09417;09;07
09217;09109;09;07
09320;09196;09;07
09511;09908;09;07
09560;09124;09;07
09647;09314;09;07
10133;10073;10;11
10163;10012;10;11
10200;10195;10;11
10413;10191;10;11
10662;10117;10;11
10711;10086;10;11
10892;10164;10;11
11005;11012;11;01
11006;11012;11;01
11180;11001;11;01
11400;11020;11;01
11638;11006;11;01
11648;11017;11;01
12001;12040;12;10
12004;12040;12;10
12126;12048;12;10
12193;12124;12;10
12413;12010;12;10
12429;12090;12;10
12447;12078;12;10
12480;12106;12;10
12512;12096;12;10
12570;12004;12;10
13005;13034;13;08
13190;13035;13;08
13195;13034;13;08
13249;13902;13;08
13650;13070;13;08
14206;14064;14;01
14447;14016;14;01
14740;14036;14;01
15112;15043;15;12
15160;15075;15;12
15184;15021;15;12
15627;15035;15;12
15638;15091;15;12
15780;15078;15;12
15897;15078;15;12
15968;15073;15;12
16004;16078;16;08
16113;16152;16;08
16430;16186;16;08
16435;16099;16;08
17130;17199;17;09
17144;17055;17;09
17257;17199;17;09
17310;17095;17;09
17496;17054;17;09
17520;17141;17;09
17710;17158;17;09
17747;17031;17;09
17763;17100;17;09
18002;18087;18;01
18126;18020;18;01
18181;18067;18;01
18193;18134;18;01
18240;18158;18;01
18328;18158;18;01
18439;18044;18;01
18492;18182;18;01
18630;18149;18;01
18817;18029;18;01
19222;19262;19;08
19237;19092;19;08
19262;19257;19;08
19264;19257;19;08
19325;19271;19;08
19328;19139;19;08
19337;19285;19;08
19413;19053;19;08
19444;19333;19;08
19461;19040;19;08
20003;20069;20;16
20009;20069;20;16
20100;20069;20;16
21210;21079;21;01
21270;21016;21;01
21280;21009;21;01
21620;21070;21;01
21750;21005;21;01
22210;22174;22;02
22254;22232;22;02
22362;22189;22;02
22363;22189;22;02
22417;22110;22;02
22584;25234;25;09
23170;23038;23;01
23239;23008;23;01
23250;23079;23;01
23290;23904;23;01
23295;23081;23;01
23528;23057;23;01
23530;23052;23;01
23658;23051;23;01
23670;23026;23;01
23713;23055;23;01
23740;23005;23;01
23748;23005;23;01
24003;24089;24;07
24004;24089;24;07
24170;24004;24;07
24198;24189;24;07
24207;24203;24;07
24210;24094;24;07
24250;24065;24;07
24320;24139;24;07
24369;24210;24;07
24443;24022;24;07
24513;24209;24;07
24530;24209;24;07
24544;24038;24;07
24566;24103;24;07
24814;24137;24;07
25114;25912;25;09
25122;25112;25;09
25136;25069;25;09
25177;25101;25;09
25178;25056;25;09
25213;25072;25;09
25221;25004;25;09
25284;25163;25;09
25412;25153;25;09
25440;25255;25;09
25516;25171;25;09
25520;25173;25;09
25539;25243;25;09
25554;25173;25;09
25574;25017;25;09
25591;25039;25;09
26005;26089;26;17
26146;26123;26;17
26259;26174;26;17
26530;26003;26;17
26584;26072;26;17
27162;27014;27;12
27266;27010;27;12
27338;27047;27;12
27360;27026;27;12
27390;27050;27;12
27510;27016;27;12
27547;27058;27;12
27610;27057;27;12
27627;27055;27;12
27634;27062;27;12
27676;27037;27;12
27752;27030;27;12
27877;27025;27;12
28027;28079;28;13
28083;28079;28;13
28196;28902;28;13
28200;28131;28;13
28211;28054;28;13
28400;28047;28;13
28413;28023;28;13
28492;28082;28;13
28770;28082;28;13
28801;28005;28;13
28807;28005;28;13
28945;28058;28;13
28947;28058;28;13
28984;28106;28;13
29100;29042;29;01
29480;29056;29;01
29550;29018;29;01
30164;30030;30;14
30204;30016;30;14
30332;30021;30;14
30412;30015;30;14
30509;30027;30;14
30739;30035;30;14
31006;31201;31;15
31291;31121;31;15
31320;31169;31;15
31390;31191;31;15
31452;31119;31;15
31484;31156;31;15
31560;31042;31;15
31620;31086;31;15
31694;31092;31;15
31699;31098;31;15
31713;31050;31;15
31830;31138;31;15
32357;32072;32;12
32515;32019;32;12
32516;32019;32;12
32551;32092;32;12
32641;32062;32;12
32897;32041;32;12
32920;32081;32;12
33002;33044;33;03
33156;33021;33;03
33173;33057;33;03
33191;33044;33;03
33314;33076;33;03
33324;33019;33;03
33347;33056;33;03
33394;33024;33;03
33457;33016;33;03
33527;33006;33;03
33528;33040;33;03
33547;33016;33;03
33782;33034;33;03
33796;33018;33;03
33827;33026;33;03
33874;33034;33;03
33892;33026;33;03
33980;33032;33;03
34160;34010;34;07
34219;34201;34;07
34246;34050;34;07
34407;34122;34;07
34473;34037;34;07
34475;34234;34;07
34815;34004;34;07
35001;35016;35;05
35006;35016;35;05
35230;35026;35;05
35478;35020;35;05
35625;35015;35;05
35629;35003;35;05
36153;36038;36;12
36161;36038;36;12
36162;36038;36;12
36440;36034;36;12
36458;36050;36;12
36519;36024;36;12
36538;36047;36;12
36584;36017;36;12
36598;36059;36;12
36682;36017;36;12
36812;36045;36;12
36815;36045;36;12
36873;36013;36;12
36910;36038;36;12
37174;37364;37;07
37210;37376;37;07
37219;37154;37;07
37292;37223;37;07
37400;37081;37;07
37470;37279;37;07
37516;37157;37;07
37522;37371;37;07
37553;37258;37;07
37624;37010;37;07
37718;37013;37;07
37773;37063;37;07
37798;37185;37;07
37850;37215;37;07
38130;38038;38;05
38170;38038;38;05
38296;38023;38;05
38350;38043;38;05
38510;38032;38;05
38683;38040;38;05
39518;39014;39;06
39572;39050;39;06
39595;39091;39;06
39639;39098;39;06
39709;39020;39;06
40001;40194;40;07
40190;40031;40;07
40239;40905;40;07
40240;40095;40;07
40314;40215;40;07
40423;40223;40;07
40444;40126;40;07
40550;40052;40;07
40552;40039;40;07
41002;41091;41;01
41370;41032;41;01
41450;41033;41;01
41700;41038;41;01
41899;41031;41;01
42149;42129;42;07
42153;42094;42;07
42345;42162;42;07
43080;43148;43;09
43360;43049;43;09
43422;43021;43;09
43514;43077;43;09
43520;43133;43;09
43774;43151;43;09
43781;43056;43;09
43811;43059;43;09
43878;43078;43;09
44160;44016;44;02
44161;44097;44;02
44440;44103;44;02
44721;44085;44;02
45080;45168;45;08
45114;45096;45;08
50700;50074;50;02
50792;50092;50;02
45543;45126;45;08
45570;45138;45;08
45592;45025;45;08
45652;45146;45;08
45664;45072;45;08
45683;45045;45;08
45760;45071;45;08
45780;45166;45;08
46118;46228;46;10
46120;46013;46;10
46147;46087;46;10
46320;46232;46;10
46510;46103;46;10
46624;46142;46;10
46635;46128;46;10
46713;46048;46;10
46989;46190;46;10
47115;47018;47;07
47131;47191;47;07
47185;47034;47;07
47220;47124;47;07
47283;47130;47;07
47880;47016;47;07
48005;48020;48;16
48991;48044;48;16
49016;49275;49;07
49026;49275;49;07
49027;49275;49;07
49120;49119;49;07
49141;49063;49;07
49163;49111;49;07
49210;49008;49;07
49333;49167;49;07
49390;49166;49;07
49510;49071;49;07
49515;49273;49;07
49625;49205;49;07
49721;49061;49;07
50008;50297;50;02
50071;50297;50;02
50171;50219;50;02
50236;50125;50;02
50250;50126;50;02
50366;50042;50;02
50450;50181;50;02
01428;01901;01;16
01476;01010;01;16
02004;02003;02;08
02246;02054;02;08
02326;02071;02;08
03201;03065;03;10
03207;03065;03;10
03501;03031;03;10
03570;03139;03;10
03660;03093;03;10
03738;03082;03;10
03812;03020;03;10
04275;04090;04;01
04628;04016;04;01
04760;04029;04;01
05114;05169;05;07
05141;05067;05;07
05210;05099;05;07
05417;05089;05;07
05428;05055;05;07
05560;05143;05;07
05691;05236;05;07
06220;06149;06;11
06360;06054;06;11
06389;06070;06;11
06394;06021;06;11
06459;06028;06;11
06657;06114;06;11
06730;06091;06;11
06740;06097;06;11
06893;06119;06;11
07014;07040;07;04
07015;07040;07;04
07209;07022;07;04
07500;07033;07;04
07730;07037;07;04
08010;08019;08;09
08203;08187;08;09
08260;08062;08;09
08280;08031;08;09
08310;08009;08;09
08317;08153;08;09
08340;08219;08;09
08349;08029;08;09
08358;08007;08;09
08395;08235;08;09
08410;08902;08;09
08503;08100;08;09
08796;08154;08;09
08870;08270;08;09
08950;08077;08;09
09220;09250;09;07
09249;09007;09;07
09294;09109;09;07
09300;09321;09;07
09315;09136;09;07
09512;09209;09;07
09568;09215;09;07
09569;09124;09;07
09645;09388;09;07
10004;10037;10;11
10185;10027;10;11
10252;10186;10;11
10271;10149;10;11
10414;10065;10;11
10710;10216;10;11
10864;10187;10;11
10880;10218;10;11
11312;11033;11;01
11369;11033;11;01
11391;11035;11;01
11591;11020;11;01
11600;11038;11;01
11612;11009;11;01
12135;12139;12;10
12330;12121;12;10
12540;12135;12;10
12594;12085;12;10
13003;13034;13;08
13140;13056;13;08
13160;13083;13;08
13189;13015;13;08
13410;13002;13;08
14011;14021;14;01
14071;14021;14;01
14115;14030;14;01
14193;14021;14;01
14320;14047;14;01
14910;14010;14;01
15003;15030;15;12
15130;15028;15;12
15281;15074;15;12
15550;15087;15;12
15688;15078;15;12
15690;15005;15;12
15704;15078;15;12
15949;15067;15;12
16214;16237;16;08
16234;16251;16;08
16235;16113;16;08
16312;16097;16;08
16850;16050;16;08
17243;17090;17;09
17255;17013;17;09
17461;17079;17;09
17473;17210;17;09
17490;17092;17;09
17780;17077;17;09
17845;17056;17;09
17867;17039;17;09
18003;18087;18;01
18212;18095;18;01
18350;18102;18;01
18430;18179;18;01
18567;18105;18;01
18612;18103;18;01
18811;18194;18;01
18814;18053;18;01
19200;19046;19;08
19220;19151;19;08
19311;19204;19;08
19341;19099;19;08
19492;19038;19;08
20217;20038;20;16
20579;20074;20;16
21309;21017;21;01
21410;21042;21;01
21430;21042;21;01
21660;21049;21;01
21669;21049;21;01
21891;21030;21;01
22394;22907;22;02
22462;22111;22;02
22469;22054;22;02
22470;22062;22;02
22580;22053;22;02
22753;22902;22;02
22790;22901;22;02
23150;23093;23;01
23159;23093;23;01
23211;23021;23;01
23292;23043;23;01
23359;23071;23;01
23480;23073;23;01
23539;23009;23;01
23669;23060;23;01
23690;23033;23;01
24121;24163;24;07
24124;24158;24;07
24134;24132;24;07
24199;24227;24;07
24228;24175;24;07
24414;24115;24;07
24489;24109;24;07
24496;24109;24;07
24523;24171;24;07
24648;24134;24;07
24736;24047;24;07
24797;24141;24;07
24856;24129;24;07
24883;24183;24;07
24886;24183;24;07
25001;25120;25;09
25144;25052;25;09
25250;25050;25;09
25332;25096;25;09
25336;25049;25;09
25353;25217;25;09
25568;25209;25;09
25590;25039;25;09
25721;25051;25;09
26004;26089;26;17
26148;26108;26;17
26270;26110;26;17
26312;26016;26;17
26525;26080;26;17
27071;27028;27;12
27155;27039;27;12
27182;27028;27;12
27210;27028;27;12
27246;27044;27;12
27345;27024;27;12
27391;27050;27;12
27417;27031;27;12
27450;27041;27;12
27517;27016;27;12
27616;27057;27;12
27723;27048;27;12
27836;27033;27;12
27863;27066;27;12
28004;28079;28;13
28018;28079;28;13
28026;28079;28;13
28087;28079;28;13
28359;28147;28;13
28580;28011;28;13
28669;28022;28;13
28800;28005;28;13
28901;28065;28;13
28918;28074;28;13
28920;28007;28;13
29160;29039;29;01
29490;29046;29;01
29789;29053;29;01
29791;29094;29;01
29792;29094;29;01
30161;30030;30;14
30189;30017;30;14
30200;30016;30;14
30205;30016;30;14
30876;30024;30;14
31174;31076;31;15
31281;31014;31;15
31383;31178;31;15
31413;31252;31;15
31671;31034;31;15
31800;31010;31;15
32111;32055;32;12
32300;32009;32;12
32400;32069;32;12
32450;32025;32;12
32454;32025;32;12
32456;32065;32;12
32556;32086;32;12
32625;32021;32;12
32760;32023;32;12
32764;32023;32;12
32898;32051;32;12
33012;33044;33;03
33080;33044;33;03
33155;33034;33;03
33206;33024;33;03
33290;33024;33;03
33390;33024;33;03
33402;33004;33;03
33414;33030;33;03
33577;33046;33;03
33628;33033;33;03
33685;33002;33;03
33687;33002;33;03
33750;33023;33;03
33870;33073;33;03
33935;33031;33;03
33959;33060;33;03
33969;33060;33;03
34080;34120;34;07
34230;34182;34;07
34248;34012;34;07
34870;34151;34;07
35269;35002;35;05
35338;35033;35;05
35349;35032;35;05
35413;35006;35;05
36001;36038;36;12
36119;36007;36;12
36143;36038;36;12
36315;36057;36;12
36410;36039;36;12
36411;36039;36;12
36446;36034;36;12
36537;36047;36;12
36545;36052;36;12
36636;36046;36;12
36685;36017;36;12
36760;36048;36;12
36867;36042;36;12
36913;36026;36;12
36989;36022;36;12
37004;37274;37;07
37100;37170;37;07
37253;37100;37;07
37310;37174;37;07
37426;37222;37;07
37451;37088;37;07
37466;37281;37;07
37710;37078;37;07
37779;37277;37;07
37861;37114;37;07
38010;38038;38;05
38206;38023;38;05
38311;38026;38;05
38419;38031;38;05
38579;38012;38;05
38591;38020;38;05
38614;38052;38;05
38686;38019;38;05
38800;38036;38;05
38890;38021;38;05
39418;39092;39;06
39547;39080;39;06
39574;39013;39;06
40183;40136;40;07
40184;40165;40;07
40397;40075;40;07
40468;40129;40;07
41339;41024;41;01
41340;41092;41;01
41800;41087;41;01
41850;41097;41;01
42070;42173;42;07
42158;42078;42;07
42368;42026;42;07
43140;43109;43;09
43141;43166;43;09
43142;43134;43;09
43300;43092;43;09
43340;43088;43;09
43362;43049;43;09
43777;43070;43;09
43816;43120;43;09
43894;43903;43;09
44114;44119;44;02
44391;44050;44;02
44770;44099;44;02
45523;45004;45;08
45525;45018;45;08
45635;45164;45;08
45678;45148;45;08
45749;45191;45;08
46004;46250;46;10
46146;46088;46;10
46149;46134;46;10
46369;46012;46;10
46470;46007;46;10
46600;46017;46;10
46667;46045;46;10
46703;46131;46;10
46790;46146;46;10
46800;46145;46;10
46868;46047;46;10
47312;47012;47;07
47464;47102;47;07
47608;47208;47;07
48141;48026;48;16
48215;48910;48;16
48392;48067;48;16
48903;48013;48;16
49080;49275;49;07
49130;49108;49;07
49151;49090;49;07
49254;49124;49;07
49281;49152;49;07
01306;01033;01;16
01340;01022;01;16
01479;01010;01;16
02003;02003;02;08
02139;02011;02;08
02340;02008;02;08
03015;03014;03;10
03206;03065;03;10
03322;03099;03;10
03517;03075;03;10
03518;03127;03;10
03699;03014;03;10
04212;04088;04;01
04279;04086;04;01
04721;04102;04;01
04828;04098;04;01
04839;04098;04;01
05115;05167;05;07
05120;05166;05;07
05152;05122;05;07
05194;05019;05;07
05380;05086;05;07
05490;05110;05;07
05633;05901;05;07
06130;06143;06;11
06443;06029;06;11
06480;06088;06;11
06614;06023;06;11
06719;06044;06;11
07440;07039;07;04
07769;07015;07;04
07850;07054;07;04
08003;08019;08;09
08007;08019;08;09
08038;08019;08;09
08513;08171;08;09
08587;08004;08;09
08697;08190;08;09
08859;08020;08;09
09133;09427;09;07
09218;09219;09;07
09230;09125;09;07
09268;09407;09;07
09341;09343;09;07
09551;09905;09;07
10135;10009;10;11
10280;10102;10;11
10661;10167;10;11
10691;10076;10;11
10848;10902;10;11
10858;10215;10;11
10882;10143;10;11
11120;11031;11;01
11330;11021;11;01
11379;11008;11;01
11390;11004;11;01
12162;12134;12;10
12179;12111;12;10
12231;12046;12;10
12310;12061;12;10
13120;13065;13;08
13247;13074;13;08
13333;13043;13;08
13370;13027;13;08
13640;13047;13;08
13700;13082;13;08
14297;14029;14;01
14310;14047;14;01
14350;14021;14;01
14413;14034;14;01
15177;15058;15;12
15180;15031;15;12
15185;15021;15;12
15188;15024;15;12
15338;15061;15;12
15573;15054;15;12
15617;15050;15;12
15824;15066;15;12
15839;15056;15;12
15886;15082;15;12
15895;15002;15;12
16001;16078;16;08
16114;16039;16;08
16236;16244;16;08
16393;16126;16;08
16441;16101;16;08
16710;16026;16;08
16738;16049;16;08
16843;16272;16;08
17133;17068;17;09
17441;17028;17;09
17751;17158;17;09
17755;17143;17;09
17781;17227;17;09
17832;17058;17;09
17855;17109;17;09
17866;17039;17;09
18127;18020;18;01
18491;18181;18;01
18510;18027;18;01
18660;18910;18;01
18870;18089;18;01
19070;19130;19;08
19208;19024;19;08
19219;19166;19;08
19281;19170;19;08
19300;19190;19;08
19343;19099;19;08
20280;20036;20;16
20500;20055;20;16
21449;21044;21;01
21590;21073;21;01
21720;21061;21;01
22100;22206;22;02
22378;22230;22;02
22411;22903;22;02
22463;22215;22;02
22465;22084;22;02
22540;22025;22;02
22714;22130;22;02
22820;22173;22;02
23191;23901;23;01
23264;23029;23;01
23560;23044;23;01
23650;23087;23;01
24127;24132;24;07
24197;24222;24;07
24225;24218;24;07
24231;24105;24;07
24248;24026;24;07
24271;24092;24;07
24285;24015;24;07
24340;24080;24;07
24395;24148;24;07
24497;24109;24;07
24670;24114;24;07
24730;24066;24;07
24768;24166;24;07
24816;24056;24;07
24857;24021;24;07
24859;24021;24;07
25185;25102;25;09
25217;25104;25;09
25241;25099;25;09
25288;25124;25;09
25310;25003;25;09
25653;25115;25;09
25692;25002;25;09
25711;25140;25;09
25740;25172;25;09
25750;25223;25;09
25795;25239;25;09
26222;26127;26;17
26520;26047;26;17
26589;26119;26;17
27080;27028;27;12
27111;27018;27;12
27112;27018;27;12
27141;27028;27;12
27220;27020;27;12
27269;27010;27;12
27271;27010;27;12
27300;27022;27;12
27548;27058;27;12
27664;27006;27;12
27665;27012;27;12
27765;27061;27;12
27798;27005;27;12
27818;27065;27;12
28035;28079;28;13
28043;28079;28;13
49760;49271;49;07
49770;49238;49;07
49850;49156;49;07
50109;50026;50;02
50299;50067;50;02
50326;50086;50;02
50330;50169;50;02
50513;50251;50;02
50638;50064;50;02
52005;52001;52;19
28070;28079;28;13
28390;28019;28;13
28510;28033;28;13
28891;28167;28;13
28907;28065;28;13
28938;28092;28;13
28946;28058;28;13
29004;29067;29;01
29130;29007;29;01
29190;29067;29;01
29197;29067;29;01
29329;29088;29;01
29639;29025;29;01
29692;29068;29;01
30108;30030;30;14
30176;30032;30;14
30193;30029;30;14
30335;30026;30;14
30384;30016;30;14
30720;30035;30;14
30889;30003;30;14
31154;31234;31;15
31160;31906;31;15
31421;31132;31;15
31472;31237;31;15
31689;31133;31;15
31696;31092;31;15
31760;31082;31;15
31850;31025;31;15
32005;32054;32;12
32070;32054;32;12
32120;32059;32;12
32317;32009;32;12
32373;32015;32;12
32459;32025;32;12
32500;32019;32;12
32554;32086;32;12
32691;32079;32;12
32788;32063;32;12
32816;32024;32;12
33193;33044;33;03
33213;33024;33;03
33391;33024;33;03
33660;33044;33;03
33707;33034;33;03
33779;33074;33;03
33795;33018;33;03
33798;33007;33;03
33810;33028;33;03
33840;33068;33;03
33841;33068;33;03
33991;33032;33;03
33997;33015;33;03
34003;34120;34;07
34120;34047;34;07
34131;34047;34;07
34829;34027;34;07
34859;34049;34;07
35002;35016;35;05
35011;35016;35;05
35468;35009;35;05
35479;35020;35;05
36400;36039;36;12
36438;36001;36;12
36540;36052;36;12
36550;36018;36;12
36597;36059;36;12
36610;36060;36;12
36620;36061;36;12
36656;36005;36;12
36969;36051;36;12
37217;37340;37;07
37312;37007;37;07
37338;37375;37;07
37776;37213;37;07
38190;38032;38;05
38560;38020;38;05
39150;39061;39;06
39213;39027;39;06
39408;39025;39;06
39409;39069;39;06
39649;39098;39;06
39730;39031;39;06
39770;39035;39;06
39790;39009;39;06
40120;40094;40;07
40232;40063;40;07
40393;40075;40;07
40421;40901;40;07
40442;40176;40;07
40492;40018;40;07
40554;40115;40;07
41011;41091;41;01
41120;41044;41;01
41210;41049;41;01
41330;41092;41;01
41409;41039;41;01
41410;41024;41;01
41540;41077;41;01
41710;41095;41;01
42108;42075;42;07
42130;42049;42;07
42169;42019;42;07
42173;42209;42;07
43203;43123;43;09
43311;43167;43;09
43372;43027;43;09
43373;43035;43;09
43570;43138;43;09
43715;43120;43;09
43717;43028;43;09
43761;43111;43;09
43813;43161;43;09
43880;43163;43;09
44003;44216;44;02
44194;44075;44;02
44213;44125;44;02
44330;44047;44;02
44497;44208;44;02
44520;44205;44;02
44660;44013;44;02
44792;44131;44;02
45200;45081;45;08
45360;45195;45;08
45513;45157;45;08
45589;45029;45;08
45622;45097;45;08
45644;45120;45;08
45740;45197;45;08
45810;45192;45;08
45840;45135;45;08
46012;46250;46;10
46071;46250;46;10
46514;46052;46;10
46692;46174;46;10
46815;46157;46;10
47110;47036;47;07
47175;47117;47;07
47177;47009;47;07
47329;47226;47;07
47520;47045;47;07
47687;47088;47;07
47862;47178;47;07
48114;48010;48;16
48370;48017;48;16
49028;49275;49;07
49140;49214;49;07
49177;49008;49;07
49321;49179;49;07
49322;49181;49;07
49343;49097;49;07
49513;49071;49;07
49541;49098;49;07
49570;49100;49;07
49637;49055;49;07
49716;49013;49;07
49722;49151;49;07
50016;50297;50;02
50239;50096;50;02
50257;50121;50;02
50300;50067;50;02
50311;50257;50;02
50408;50004;50;02
50441;50056;50;02
50520;50153;50;02
50583;50265;50;02
50668;50217;50;02
50678;50267;50;02
51005;51001;51;18
51071;51001;51;18
01128;01017;01;16
01138;01018;01;16
01208;01009;01;16
01408;01010;01;16
02420;02037;02;08
02485;02086;02;08
02639;02069;02;08
02690;02010;02;08
03313;03099;03;10
03339;03059;03;10
03430;03096;03;10
03630;03123;03;10
03669;03114;03;10
03698;03002;03;10
03769;03040;03;10
03792;03091;03;10
03795;03097;03;10
04450;04030;04;01
04470;04057;04;01
04728;04043;04;01
04746;04903;04;01
04779;04003;04;01
04868;04056;04;01
04888;04018;04;01
05122;05164;05;07
05197;05019;05;07
05250;05102;05;07
05600;05021;05;07
06009;06015;06;11
06174;06116;06;11
06196;06126;06;11
06290;06136;06;11
06292;06026;06;11
06310;06108;06;11
06393;06008;06;11
06499;06088;06;11
06500;06123;06;11
06612;06030;06;11
07003;07040;07;04
07120;07040;07;04
07140;07047;07;04
07260;07043;07;04
07369;07058;07;04
07550;07062;07;04
07570;07006;07;04
07828;07046;07;04
08011;08019;08;09
08278;08277;08;09
08301;08121;08;09
08401;08096;08;09
08613;08299;08;09
08786;08044;08;09
09247;09334;09;07
09310;09391;09;07
09549;09412;09;07
09553;09903;09;07
09554;09903;09;07
09572;09409;09;07
09618;09356;09;07
10134;10043;10;11
10137;10017;10;11
10319;10180;10;11
10411;10138;10;11
10440;10014;10;11
10490;10204;10;11
10639;10146;10;11
10667;10136;10;11
11002;11012;11;01
11160;11007;11;01
11340;11021;11;01
11500;11027;11;01
12003;12040;12;10
12420;12020;12;10
12448;12079;12;10
12450;12071;12;10
13128;13065;13;08
13341;13081;13;08
13411;13086;13;08
13415;13015;13;08
13592;13055;13;08
13670;13096;13;08
14470;14074;14;01
14815;14055;14;01
14950;14058;14;01
14960;14058;14;01
15002;15030;15;12
15111;15043;15;12
15124;15052;15;12
15126;15092;15;12
15144;15005;15;12
15190;15030;15;12
15229;15002;15;12
15230;15062;15;12
15282;15074;15;12
15332;15061;15;12
15563;15049;15;12
15578;15054;15;12
15679;15017;15;12
15828;15085;15;12
15899;15078;15;12
15915;15065;15;12
15920;15072;15;12
16080;16078;16;08
16340;16225;16;08
16856;16067;16;08
16891;16053;16;08
17006;17079;17;09
17113;17902;17;09
17121;17057;17;09
17137;17217;17;09
17141;17199;17;09
17253;17110;17;09
17445;17180;17;09
17495;17120;17;09
17515;17212;17;09
17528;17082;17;09
17860;17167;17;09
18012;18087;18;01
18300;18122;18;01
18311;18122;18;01
18320;18175;18;01
18413;18042;18;01
18415;18163;18;01
18517;18154;18;01
18614;18140;18;01
18710;18147;18;01
18713;18177;18;01
19274;19065;19;08
19345;19283;19;08
19445;19145;19;08
19460;19317;19;08
19493;19217;19;08
20017;20069;20;16
20140;20009;20;16
20249;20047;20;16
20578;20074;20;16
20730;20018;20;16
21600;21072;21;01
22255;22116;22;02
22312;22115;22;02
22486;22157;22;02
23100;23058;23;01
23269;23029;23;01
23413;23092;23;01
23693;23026;23;01
24008;24089;24;07
24133;24132;24;07
24195;24175;24;07
24324;24086;24;07
24328;24051;24;07
24386;24122;24;07
24441;24206;24;07
24567;24165;24;07
24716;24023;24;07
24815;24056;24;07
24850;24021;24;07
24891;24076;24;07
24915;24116;24;07
25112;25912;25;09
25242;25135;25;09
25243;25158;25;09
25283;25148;25;09
25331;25003;25;09
25527;25043;25;09
25634;25234;25;09
25638;25128;25;09
26144;26108;26;17
26224;26152;26;17
27114;27018;27;12
27168;27014;27;12
27206;27040;27;12
27273;27046;27;12
27339;27047;27;12
27419;27031;27;12
27469;27059;27;12
27530;27009;27;12
27625;27055;27;12
27688;27901;27;12
27713;27051;27;12
27727;27048;27;12
27890;27013;27;12
27893;27019;27;12
28022;28079;28;13
28294;28125;28;13
28320;28113;28;13
28913;28074;28;13
28916;28074;28;13
28936;28092;28;13
29003;29067;29;01
29520;29055;29;01
29750;29005;29;01
30153;30030;30;14
30191;30014;30;14
30390;30016;30;14
30559;30002;30;14
30613;30042;30;14
