origin_age_data_id,avg,cards,gender,merchants,txs
23430,23.22219,124,M,21,219
23431,30.60177,50,F,7,62
23431,15.2,69,M,5,93
23432,22.12986,61,F,6,70
23432,23.50103,35,M,10,58
23433,30.99764,176,F,50,267
23433,32.60968,118,M,31,156
23434,30.94941,188,F,54,320
23434,32.17867,125,M,33,196
23435,34.2139,170,F,54,282
23435,35.40703,123,M,37,195
23436,33.97976,96,F,42,166
23436,29.94508,82,M,26,132
23437,45.00519,35,F,22,54
23437,38.92,41,M,17,53
23438,18.31556,64,F,4,72
23438,20.32707,55,M,5,58
23439,29.15698,219,F,28,324
23439,26.3646,155,M,14,213
23440,31.85367,239,F,22,376
23440,27.03171,152,M,15,234
23441,30.74596,179,F,10,297
23441,26.79626,129,M,20,227
23442,26.04942,94,F,8,156
23442,19.9338,74,M,4,150
23443,15.04578,40,F,5,45
23443,14.48178,63,M,3,90
23444,16.63072,69,F,6,83
23444,17.648,50,M,5,55
23445,30.80802,133,F,19,172
23445,29.30841,101,M,15,145
23446,26.46834,238,F,20,356
23446,35.13193,173,M,26,238
23447,29.82625,240,F,23,381
23447,23.6291,179,M,15,268
23448,39.85247,68,F,13,89
23448,33.73575,82,M,14,134
23449,34.53357,23,F,6,28
23449,21.74155,55,M,8,71
23450,18.89021,39,F,4,48
23450,19.33514,0,filtered,0,35
23451,33.13493,173,F,10,229
23451,27.4111,142,M,8,209
23452,35.78522,192,F,15,297
23452,25.63163,166,M,7,239
23453,27.65212,161,F,13,283
23453,24.06804,142,M,11,230
23454,24.93828,124,F,9,203
23454,24.99964,124,M,8,197
23455,15.93814,36,F,4,43
23455,19.96506,57,M,3,85
23456,20.9264,68,F,4,75
23456,18.6581,0,filtered,0,58
23457,26.68455,223,F,10,319
23457,28.98896,162,M,10,240
23458,27.11523,249,F,15,369
23458,24.6405,181,M,19,281
23459,25.52686,195,F,9,290
23459,23.20794,117,M,16,189
23460,32.16589,103,F,4,175
23460,26.63397,73,M,8,116
23461,12.11086,27,F,3,35
23461,12.82514,0,filtered,0,74
23462,26.99017,51,F,7,59
23462,33.65882,50,M,14,68
23463,30.42848,110,F,17,145
23463,40.104,93,M,14,130
23464,30.23565,125,F,32,184
23464,32.26424,93,M,21,132
23465,32.07824,184,F,53,295
23465,40.37833,137,M,40,222
23466,33.31578,87,F,36,147
23466,42.17564,74,M,18,110
23467,76.05297,28,F,19,37
23467,70.34469,25,M,12,32
23468,16.53013,70,F,6,80
23468,17.01938,57,M,3,64
23469,27.0876,167,F,9,258
23469,23.67114,146,M,8,211
23470,22.65047,199,F,17,322
23470,20.67427,133,M,12,213
23471,24.21289,218,F,16,363
23471,24.21704,164,M,7,257
23472,20.48043,130,F,15,234
23472,19.94703,122,M,12,202
23473,16.11178,63,F,4,73
23473,18.25949,105,M,5,136
23474,47.88897,22,F,9,29
23474,23.35889,0,filtered,0,9
23475,26.4492,58,F,25,100
23475,26.71495,59,M,32,109
23476,30.14838,64,F,60,179
23476,32.85841,53,M,23,113
23477,39.26086,56,F,44,128
23477,34.36126,58,M,34,127
23478,43.56702,56,F,58,208
23478,34.77926,37,M,33,136
23479,47.75456,69,F,53,160
23479,44.27369,51,M,43,141
23480,25.55576,130,F,16,191
23480,22.40776,86,M,12,125
23481,26.94883,224,F,25,326
23481,29.92931,163,M,26,247
23482,24.71397,222,F,35,373
23482,22.17113,215,M,24,363
23483,24.43974,67,F,11,117
23483,26.24918,71,M,11,110
23484,16.34278,15,F,5,18
23484,22.33197,47,M,3,61
23486,19.398,58,F,5,65
23486,20.99635,0,filtered,0,52
23487,27.84216,160,F,11,241
23487,30.798,108,M,10,140
23488,36.8797,209,F,16,305
23488,26.27981,159,M,21,262
23489,35.15422,151,F,22,230
23489,26.27511,114,M,9,180
23490,28.25093,73,F,7,107
23490,23.77692,64,M,10,107
23491,21.34097,25,F,4,31
23491,12.30641,0,filtered,0,39
23492,20.78244,74,F,8,86
23492,18.7319,51,M,3,58
23493,27.92293,184,F,17,249
23493,25.09099,140,M,10,203
23494,26.75761,145,F,14,201
23494,33.46995,140,M,18,201
23495,26.46522,183,F,18,299
23495,25.84947,112,M,15,189
23496,28.51484,109,F,11,161
23496,20.41294,87,M,6,170
23497,26.42765,30,F,5,34
23497,13.61765,58,M,8,102
23498,19.53032,55,F,5,63
23498,20.06057,49,M,4,53
23499,24.42664,186,F,19,262
23499,23.41757,157,M,22,251
23500,24.50647,173,F,20,278
23500,23.18484,144,M,20,217
23501,28.11995,120,F,21,191
23501,25.90803,105,M,17,173
23502,32.29699,87,F,19,156
23502,26.69298,76,M,11,124
23503,33.55967,50,F,9,61
23503,17.19694,76,M,8,108
23504,22.96222,48,F,12,63
23504,32.90426,53,M,20,68
23505,36.66617,124,F,29,167
23505,23.59821,94,M,26,196
23506,36.47525,183,F,32,257
23506,32.39012,116,M,38,168
23507,33.00059,103,F,26,152
23507,45.34126,75,M,19,103
23508,36.65839,63,F,30,87
23508,36.74711,53,M,31,90
23509,37.12862,23,F,16,29
23509,36.91841,31,M,10,44
23510,16.796,75,F,3,90
23510,17.50437,69,M,3,71
23511,25.51495,205,F,26,313
23511,18.25959,130,M,10,197
23512,19.34445,183,F,16,292
23512,20.55911,125,M,10,168
23513,25.19779,160,F,12,240
23513,30.08842,119,M,14,184
23514,23.60564,125,F,12,195
23514,21.13208,100,M,8,168
23515,14.52517,55,F,6,60
23515,27.73187,99,M,8,128
23516,17.77435,47,F,10,62
23516,18.42256,0,filtered,0,43
23517,25.98098,214,F,19,315
23517,22.93307,143,M,16,205
23518,27.12792,212,F,19,303
23518,25.76978,160,M,24,232
23519,27.99046,151,F,7,217
23519,24.56816,92,M,6,125
23520,24.52909,84,F,7,121
23520,19.1013,74,M,3,131
23521,13.75184,42,F,6,49
23521,16.68884,84,M,5,112
23522,20.4278,37,F,3,41
23522,18.69173,45,M,4,52
23523,34.86471,141,F,14,191
23523,34.62937,105,M,18,142
23524,37.93895,218,F,22,275
23524,33.8214,134,M,24,172
23525,38.78201,125,F,13,154
23525,27.10648,114,M,16,145
23526,41.83234,47,F,7,64
23526,29.39306,45,M,8,62
23527,67.96185,21,M,5,27
23527,12.0575,0,filtered,0,8
23528,19.49157,45,F,3,51
23528,17.91347,42,M,4,49
23529,32.54333,165,F,9,222
23529,33.33047,123,M,14,170
23530,29.49453,161,F,13,223
23530,22.94898,138,M,13,205
23531,28.7886,164,F,11,250
23531,27.91434,117,M,11,182
23532,22.40921,81,F,4,114
23532,24.12795,76,M,8,127
23533,14.33106,43,M,3,66
23533,12.55741,0,filtered,0,27
23534,20.53266,56,E,23,94
23535,18.17431,58,F,3,65
23535,17.83304,51,M,6,56
23536,24.58536,180,F,15,252
23536,21.66156,149,M,23,237
23537,20.37732,165,F,14,272
23537,23.68368,127,M,12,193
23538,21.60709,120,F,12,189
23538,19.86757,76,M,8,107
23539,49.48583,102,F,11,144
23539,22.00226,82,M,24,155
23540,23.97507,64,F,13,71
23540,15.73851,53,M,6,74
23541,18.77968,53,F,5,63
23541,17.40255,43,M,4,47
23542,34.90631,161,F,10,206
23542,28.71563,102,M,11,142
23543,35.02044,187,F,22,270
23543,23.41701,146,M,16,221
23544,27.71671,134,F,11,207
23544,24.3,106,M,15,184
23545,24.031,65,F,8,100
23545,23.53429,51,M,7,84
23546,20.04136,16,F,5,22
23546,27.3075,34,M,4,44
23547,18.27645,53,F,3,62
23547,24.57889,62,M,7,72
23548,23.58059,152,F,8,221
23548,18.87358,130,M,9,232
23549,25.54471,141,F,21,244
23549,20.56366,134,M,18,194
23550,21.84991,143,F,8,220
23550,20.39357,111,M,9,154
23551,24.55324,113,F,7,173
23551,19.53824,118,M,4,193
23552,31.08187,65,F,7,75
23552,14.91063,96,M,3,127
23553,23.84333,25,F,6,30
23553,18.21261,22,M,5,23
23554,38.59709,105,F,28,148
23554,34.49231,77,M,18,104
23555,39.05441,141,F,37,204
23555,48.39597,95,M,22,134
23556,33.20747,89,F,33,150
23556,38.49745,62,M,25,102
23557,36.55309,51,F,15,68
23557,33.58365,45,M,24,74
23558,51.94519,17,F,15,27
23558,50.4,15,M,5,19
23559,20.10893,0,filtered,0,94
23560,28.64529,139,F,5,172
23560,28.74507,112,M,7,150
23561,33.86238,139,F,6,181
23561,31.81122,109,M,6,148
23562,24.54812,111,F,6,170
23562,21.725,107,M,3,160
23563,29.73405,81,F,7,116
23563,23.41561,80,M,4,123
23564,17.92548,54,F,5,62
23564,25.98291,100,M,3,127
23565,19.10366,36,F,4,41
23565,21.08926,23,M,4,27
23566,25.5698,141,F,11,201
23566,24.26067,128,M,16,208
23567,23.63039,144,F,15,206
23567,24.76013,159,M,15,226
23568,24.91831,105,F,18,183
23568,32.55307,101,M,25,166
23569,30.57116,44,M,11,86
23569,20.39566,0,filtered,0,99
23570,72.17682,16,F,9,22
23570,40.59211,29,M,5,38
23571,17.56394,60,F,4,66
23571,18.02983,50,M,3,59
23572,28.55228,136,F,12,184
23572,21.50725,95,M,14,142
23573,22.39004,178,F,11,268
23573,24.62491,123,M,16,175
23574,28.02903,165,F,13,269
23574,20.66812,163,M,11,276
23575,25.05308,53,F,6,78
23575,21.90061,70,M,8,115
23576,16.54468,31,M,3,47
23576,15.14222,0,filtered,0,27
23577,17.13676,63,F,5,74
23577,16.65045,42,M,4,44
23578,20.98494,197,F,25,314
23578,21.67888,158,M,13,233
23579,20.58158,174,F,16,273
23579,24.03948,140,M,16,212
23580,19.71488,117,F,10,201
23580,20.65757,109,M,10,181
23581,24.46888,74,F,9,116
23581,18.17715,73,M,7,137
23582,15.20288,46,F,5,66
23582,18.25672,51,M,4,64
23583,15.512,38,F,4,60
23583,17.4056,0,filtered,0,50
23584,20.3729,161,F,12,269
23584,19.18857,133,M,12,280
23585,24.56224,169,F,12,299
23585,18.17534,180,M,8,298
23586,27.80512,89,F,7,121
23586,19.21774,103,M,10,186
23587,23.36112,48,F,8,98
23587,23.42921,48,M,10,89
23588,24.64,23,F,10,29
23588,20.24593,36,M,6,54
23589,17.06224,44,F,5,49
23589,19.226,25,M,5,30
23590,23.0046,196,F,15,302
23590,24.3808,153,M,17,212
23591,21.25173,143,F,11,231
23591,20.44736,121,M,13,201
23592,27.39805,98,F,11,154
23592,22.47876,71,M,7,113
23593,28.86965,58,F,6,86
23593,24.48326,59,M,4,86
23594,13.28,22,F,3,29
23594,28.25442,35,M,6,43
23595,30.22328,100,F,5,119
23595,27.12922,68,M,9,90
23596,40.66946,150,F,4,186
23596,22.94205,107,M,9,151
23597,34.40395,117,F,10,167
23597,31.29296,91,M,3,125
23598,29.80791,60,F,6,86
23598,26.28795,49,M,3,78
23599,16.09467,14,F,3,15
23599,24.77065,21,M,3,31
23601,17.4119,38,F,3,42
23601,17.71795,0,filtered,0,44
23602,21.18879,135,F,11,198
23602,19.12959,100,M,9,145
23603,18.66803,262,F,31,406
23603,18.15092,213,M,28,305
23604,22.65618,131,F,5,204
23604,16.90035,109,M,10,173
23605,21.27276,55,F,3,76
23605,24.65393,42,M,5,61
23607,23.66102,139,F,17,205
23607,23.50962,124,M,13,185
23608,19.84509,106,F,6,167
23608,23.44149,119,M,14,168
23609,23.74037,116,F,14,188
23609,20.59556,85,M,11,126
23610,22.10387,75,F,9,106
23610,20.19125,88,M,8,144
23611,15.5125,39,F,6,48
23611,12.28086,0,filtered,0,81
23613,25.06095,0,filtered,0,53
23614,27.31765,121,F,10,166
23614,23.54692,67,M,11,117
23615,28.35476,118,F,9,164
23615,26.89787,92,M,13,150
23616,28.78846,102,F,5,143
23616,28.19628,73,M,15,113
23617,29.36907,49,F,7,75
23617,25.48574,43,M,4,61
23618,47.67233,22,M,3,30
23618,22.447,0,filtered,0,10
23619,18.61,31,M,4,34
23619,18.36575,0,filtered,0,40
23620,21.65942,163,F,11,241
23620,19.28155,97,M,4,142
23621,20.52485,133,F,8,204
23621,22.14181,119,M,15,182
23622,22.13899,86,F,8,148
23622,21.57986,86,M,14,138
23623,21.13457,58,F,7,92
23623,17.62606,55,M,5,99
23624,14.43721,40,F,5,43
23624,15.06152,41,M,5,46
23625,18.38574,47,F,3,54
23625,18.33842,0,filtered,0,19
23626,23.34269,111,F,14,171
23626,21.22263,95,M,5,137
23627,26.55655,108,F,10,171
23627,18.19771,68,M,8,96
23628,28.32111,100,F,13,162
23628,18.5888,81,M,10,142
23629,22.32969,75,F,5,128
23629,15.48982,68,M,3,114
23630,15.19389,32,F,5,36
23630,22.71792,42,M,4,53
23631,25.93893,16,F,11,28
23631,22.63857,0,filtered,0,7
23632,25.73519,104,F,18,158
23632,23.74837,68,M,18,98
23633,29.52849,139,F,32,205
23633,33.12639,137,M,37,230
23634,29.35766,58,F,18,107
23634,28.69849,56,M,22,86
23635,23.83462,15,M,3,26
23635,20.63208,0,filtered,0,24
23637,17.02634,35,F,3,41
23637,16.22778,29,M,5,36
23638,24.56947,99,F,10,152
23638,24.26489,70,M,7,94
23639,21.32067,112,F,6,165
23639,19.72653,93,M,19,147
23640,24.68686,113,F,8,191
23640,17.38937,67,M,6,95
23641,24.11247,59,F,3,93
23641,22.35792,47,M,4,72
23642,26.05238,21,F,9,42
23642,26.20241,58,M,7,83
23643,17.34615,36,F,4,39
23643,16.38647,0,filtered,0,17
23644,18.60935,132,F,9,199
23644,19.02576,100,M,12,165
23645,20.65012,123,F,13,173
23645,21.12323,82,M,10,124
23646,22.70605,101,F,15,167
23646,20.9549,62,M,10,104
23647,20.1692,65,F,10,112
23647,23.59182,50,M,9,88
23648,14.5017,32,F,6,47
23648,13.49163,43,M,5,49
23649,19.20472,34,F,4,36
23649,16.15208,22,M,3,24
23650,22.94916,118,F,16,190
23650,19.63106,82,M,18,141
23651,23.23336,95,F,18,149
23651,19.81698,86,M,9,139
23652,27.86277,74,F,13,130
23652,25.08444,55,M,8,90
23653,29.42651,43,F,3,63
23653,27.62188,40,M,4,69
23654,21.44056,14,F,3,18
23654,23.90941,28,M,7,34
23655,19.2715,0,filtered,0,40
23656,39.57655,79,F,3,87
23656,34.67253,64,M,8,79
23657,38.89779,116,F,6,149
23657,37.82923,93,M,4,117
23658,41.71975,69,F,4,79
23658,37.10754,49,M,3,57
23660,37.31962,45,F,3,53
23660,56.18452,43,M,11,62
23661,33.97205,84,F,10,112
23661,34.54687,50,M,13,67
23662,44.4372,79,F,11,107
23662,42.5825,46,M,5,56
23663,37.912,30,F,4,35
23663,59.355,8,M,3,10
23664,40.6603,19,M,3,33
23664,12.25182,0,filtered,0,11
23666,16.59138,24,F,6,29
23666,17.39667,22,M,4,24
23667,20.87863,104,F,14,161
23667,28.45978,59,M,11,89
23668,24.11397,74,F,17,121
23668,28.92877,54,M,13,81
23669,26.55528,58,F,13,89
23669,34.87597,37,M,11,62
23670,36.57368,30,F,15,57
23670,25.95667,35,M,6,48
23671,15.19536,26,F,6,28
23671,31.79615,28,M,6,39
23672,17.94973,0,filtered,0,73
23673,19.22153,72,F,4,111
23673,22.1001,56,M,9,96
23674,21.29789,65,F,7,114
23674,19.86772,76,M,14,114
23675,20.54402,60,F,4,102
23675,22.9084,51,M,8,81
23676,27.9512,59,F,4,92
23676,24.125,34,M,5,62
23677,14.19196,34,M,5,46
23677,13.43471,0,filtered,0,34
23678,30.3059,70,F,4,83
23678,28.97442,43,M,7,52
23679,28.38182,81,F,7,110
23679,44.8812,60,M,10,83
23680,38.06952,53,F,5,63
23680,33.49667,51,M,8,69
23681,24.57163,33,F,5,43
23681,19.90842,0,filtered,0,19
23682,13.7855,19,M,3,20
23682,12.21786,0,filtered,0,14
23684,26.63571,21,F,3,21
23684,25.1695,18,M,3,20
23685,55.50521,57,F,6,71
23685,31.90492,46,M,10,61
23686,44.39123,55,F,10,65
23686,28.6275,61,M,16,92
23687,42.20043,22,M,7,23
23687,49.45367,0,filtered,0,30
23688,54.7136,17,M,5,25
23688,53.73,0,filtered,0,14
23689,54.1525,5,M,5,8
23689,42.15571,0,filtered,0,7
23690,25.509,16,F,5,20
23690,17.57789,17,M,5,19
23691,32.93923,45,F,11,65
23691,31.4355,29,M,9,40
23692,64.04518,27,F,13,56
23692,22.96891,35,M,9,46
23693,29.11522,43,F,9,69
23693,38.3049,35,M,14,51
23694,45.5646,34,F,19,50
23694,37.56464,24,M,10,28
23695,37.98267,5,F,5,15
23695,65.36462,11,M,4,13
23696,41.25038,42,F,4,53
23696,29.4,0,filtered,0,37
23697,36.26703,79,F,4,101
23697,51.45306,43,M,4,49
23698,34.40038,56,F,9,78
23698,35.03077,32,M,4,39
23699,53.00769,19,M,3,26
23699,42.01684,0,filtered,0,19
23700,20.36083,11,F,3,12
23700,13.13091,0,filtered,0,44
23702,19.22685,3264,F,144,3736
23702,19.11562,2694,M,126,3155
23703,29.50067,7062,F,332,9983
23703,28.30224,6143,M,323,8784
23704,37.35848,4906,F,323,6835
23704,36.06665,4986,M,307,6785
23705,40.38164,2824,F,197,3834
23705,37.10733,2959,M,215,3997
23706,42.95458,1481,F,141,2004
23706,38.17734,1650,M,148,2267
23707,37.84021,456,F,101,631
23707,34.04658,861,M,78,1183
23708,18.04745,67,F,96,263
23708,26.16726,47,M,75,168
23709,35.35323,188,F,206,864
23709,33.37975,157,M,179,554
23710,41.03857,241,F,239,960
23710,44.45176,144,M,154,541
23711,42.96222,250,F,260,1227
23711,45.12367,167,M,165,610
23712,47.12746,247,F,235,1030
23712,46.51193,150,M,148,509
23713,50.95312,259,F,239,913
23713,52.20526,153,M,155,504
23715,54.19458,18,F,20,48
23715,14.88053,9,M,21,57
23716,19.91152,26,F,47,92
23716,80.39103,14,M,21,29
23717,59.50821,14,F,17,28
23717,46.63905,24,M,21,42
23718,41.64154,16,F,15,52
23718,135.00419,6,M,13,31
23719,29.36538,6,F,9,13
23719,53.23,8,M,7,11
23720,108.36625,7,F,5,8
23720,58.49345,8,M,14,29
23721,89.04615,1255,U,428,2708
23722,24.25614,61,F,49,145
23722,31.92337,36,M,25,86
23723,35.34246,235,F,121,668
23723,47.42173,143,M,75,336
23724,49.66234,198,F,101,568
23724,41.11357,127,M,61,283
23725,49.21107,179,F,91,503
23725,57.51749,96,M,50,183
23726,43.97856,183,F,75,430
23726,98.33745,73,M,38,145
23727,69.44851,143,F,64,323
23727,72.05758,71,M,31,120
23728,35.15613,44,F,46,93
23728,35.46486,22,M,24,35
23729,31.65388,134,F,93,345
23729,35.10133,82,M,58,143
23730,32.34528,148,F,79,316
23730,44.4716,78,M,65,131
23731,40.37342,152,F,101,322
23731,46.04577,61,M,52,123
23732,44.53102,111,F,81,215
23732,55.32129,38,M,29,70
23733,46.52974,63,F,41,116
23733,75.63071,27,M,20,42
23734,22.97215,35,F,33,65
23734,23.15571,22,M,29,42
23735,28.16847,119,F,103,262
23735,34.59443,76,M,62,140
23736,29.29458,145,F,102,306
23736,34.92973,82,M,53,113
23737,38.01889,150,F,114,316
23737,53.7217,66,M,58,106
23738,39.23459,121,F,80,209
23738,57.51602,54,M,46,83
23739,43.76085,54,F,50,106
23739,106.26395,27,M,22,38
23740,37.75217,29,F,23,46
23740,33.62222,22,M,18,36
23741,43.07118,76,F,66,221
23741,57.12392,46,M,37,74
23742,39.4098,66,F,50,151
23742,55.84969,43,M,28,64
23743,51.29281,62,F,48,114
23743,124.62233,38,M,33,73
23744,65.56203,62,F,45,123
23744,70.49571,26,M,18,49
23745,75.89389,64,F,35,126
23745,59.47032,17,M,10,31
23746,21.39818,7,F,11,11
23746,43.18636,7,M,9,11
23747,28.49455,40,F,42,66
23747,36.7631,29,M,27,42
23748,62.87038,30,F,32,52
23748,52.03883,31,M,30,60
23749,26.16026,22,F,24,76
23749,56.67992,23,M,20,487
23750,111.305,17,F,14,26
23750,37.21625,14,M,10,16
23751,59.39462,11,F,11,13
23751,80.955,8,M,8,8
23752,31.58633,25,F,26,49
23752,18.47118,15,M,11,17
23753,42.36865,68,F,56,111
23753,28.62277,29,M,33,47
23754,67.07373,62,F,54,110
23754,120.18479,30,M,28,48
23755,37.13559,56,F,56,145
23755,63.16517,32,M,29,58
23756,50.57305,68,F,40,105
23756,40.35491,30,M,19,53
23757,40.2314,44,F,31,86
23757,50.77407,33,M,24,54
23758,25.804,17,F,28,35
23758,29.0905,12,M,15,20
23759,30.29304,87,F,65,138
23759,39.75934,46,M,33,61
23760,45.15788,90,F,64,179
23760,47.655,66,M,49,96
23761,40.19056,76,F,60,125
23761,34.74379,25,M,33,58
23762,45.20154,65,F,49,117
23762,65.08433,24,M,22,30
23763,81.08605,28,F,21,38
23763,43.0325,11,M,10,16
23764,20.56404,29,F,34,52
23764,25.40125,13,M,11,16
23765,34.04373,47,F,42,142
23765,28.08774,34,M,46,62
23766,38.35817,49,F,51,104
23766,68.78357,21,M,26,42
23767,39.91172,78,F,62,151
23767,148.94792,22,M,24,48
23768,50.62888,41,F,46,80
23768,54.89692,28,M,24,39
23769,33.835,20,F,22,44
23769,49.0225,15,M,12,20
23770,19.24154,14,F,14,26
23770,27.56923,12,M,10,13
23771,30.62766,75,F,62,171
23771,51.9425,30,M,33,48
23772,41.36296,77,F,72,162
23772,83.30267,34,M,24,45
23773,48.79712,67,F,59,125
23773,34.38393,30,M,28,56
23774,39.53173,52,F,48,98
23774,87.75857,31,M,26,42
23775,37.50643,24,F,21,42
23775,55.91857,7,M,5,7
23776,22.77143,10,F,12,14
23776,54.386,4,M,5,5
23777,37.77274,59,F,40,95
23777,33.799,29,M,22,40
23778,57.40259,57,F,37,108
23778,65.99551,34,M,27,49
23779,38.74932,42,F,37,73
23779,36.08758,21,M,16,33
23780,76.59314,35,F,17,51
23780,63.77469,23,M,12,32
23781,84.33698,34,F,17,53
23781,50.61412,19,M,13,34
23782,26.64156,29,F,27,45
23782,23.60538,9,M,11,13
23783,33.464,81,F,73,175
23783,26.03871,37,M,37,62
23784,23.50909,59,F,51,121
23784,38.88414,46,M,41,70
23785,33.28417,55,F,53,108
23785,76.68962,19,M,17,26
23786,44.20045,40,F,32,66
23786,31.09081,15,M,15,37
23787,55.88692,36,F,22,52
23787,97.92938,24,M,22,32
23788,21.31263,13,F,12,19
23788,21.72833,9,M,7,12
23789,33.32333,45,F,37,78
23789,29.64928,55,M,42,97
23790,54.59565,56,F,54,108
23790,30.11851,40,M,30,67
23791,67.50418,40,F,33,67
23791,37.464,30,M,33,70
23792,42.94795,25,F,19,44
23792,47.10532,21,M,13,47
23793,38.40619,16,F,11,21
23793,57.25348,17,M,14,23
23794,29.93844,19,F,19,32
23794,18.94579,15,M,14,19
23795,48.452,43,F,50,85
23795,31.5434,23,M,21,47
23796,49.14373,31,F,28,59
23796,56.38667,24,M,24,36
23797,45.5048,30,F,31,50
23797,34.19407,18,M,18,27
23798,53.8767,50,F,41,88
23798,66.77139,29,M,21,36
23799,69.85453,27,F,26,53
23799,52.26318,15,M,11,22
23800,17.72343,21,F,22,35
23800,31.77833,8,M,12,18
23801,26.75805,70,F,59,123
23801,27.93985,34,M,40,65
23802,35.38959,67,F,65,145
23802,65.23729,33,M,31,48
23803,43.80155,68,F,49,110
23803,38.742,19,M,22,25
23804,43.63552,38,F,35,58
23804,53.02429,9,M,7,14
23805,38.99396,25,F,29,48
23805,61.1425,9,M,10,12
23806,45.23667,0,filtered,0,3
23808,24.1848,20,F,21,25
23808,22.00727,16,M,18,22
23809,29.70362,55,F,44,94
23809,27.16438,27,M,24,32
23810,32.80195,48,F,43,82
23810,44.23043,36,M,26,47
23811,40.53618,43,F,31,68
23811,56.07125,23,M,19,32
23812,42.0462,32,F,29,79
23812,70.52143,12,M,13,14
23813,81.59056,24,F,18,36
23813,135.76875,13,M,8,16
23814,14.66727,9,F,10,11
23814,18.27667,10,M,7,12
23815,31.16368,43,F,36,57
23815,33.47157,30,M,28,51
23816,71.73578,42,F,42,83
23816,24.16826,16,M,14,23
23817,41.88621,49,F,44,87
23817,65.74563,26,M,21,32
23818,39.3081,36,F,23,63
23818,44.41429,28,M,20,35
23819,46.16474,17,F,8,19
23819,27.20882,12,M,8,17
23820,41.98912,47,E,37,68
23821,27.15789,11,F,16,19
23821,24.58938,12,M,14,16
23822,29.5725,49,F,38,72
23822,31.77152,29,M,25,33
23823,31.71262,35,F,35,61
23823,51.28064,25,M,25,47
23824,40.52841,25,F,20,44
23824,29.07769,12,M,10,13
23825,45.85389,33,F,25,54
23825,50.44083,15,M,16,24
23826,94.89654,15,F,15,26
23826,95.048,8,M,8,10
23827,26.14897,23,F,24,39
23827,14.8744,13,M,18,25
23828,40.88771,28,F,31,48
23828,68.17903,26,M,19,31
23829,34.25916,54,F,46,107
23829,29.4263,21,M,14,27
23830,36.3436,42,F,42,86
23830,72.62,21,M,20,30
23831,41.559,29,F,33,50
23831,60.57,11,M,7,12
23832,59.30381,16,F,7,21
23832,65.29833,5,M,4,6
23833,24.47571,3,F,5,7
23834,29.065,0,filtered,0,4
23835,59.27663,0,filtered,0,311
23837,30.47,16,F,17,22
23837,12.583,4,M,6,10
23838,26.81961,33,F,31,51
23838,34.42125,19,M,18,24
23839,31.1186,60,F,52,121
23839,48.52595,26,M,20,37
23840,48.06848,63,F,44,92
23840,24.83455,14,M,17,22
23841,49,19,F,18,30
23841,35.60583,11,M,9,12
23842,47.91412,13,F,8,17
23842,151.14588,12,M,11,17
23843,17.53,16,F,15,19
23843,21.82667,7,M,7,9
23844,31.53269,49,F,43,67
23844,54.74884,30,M,30,43
23845,37.12864,31,F,29,44
23845,39.64698,37,M,32,86
23846,40.286,20,F,16,90
23846,29.95308,9,M,9,13
23847,47.55676,28,F,21,37
23847,34.82933,8,M,7,15
23848,131.83,11,F,7,14
23848,64.09111,8,M,7,9
23849,30.765,10,F,11,14
23849,9.11,0,filtered,0,1
23850,28.11603,36,F,30,63
23850,28.51056,26,M,19,36
23851,29.45413,29,F,24,46
23851,33.76,21,M,19,31
23852,27.00017,34,F,27,60
23852,31.38227,13,M,11,22
23853,162.35947,21,F,18,38
23853,39.96455,13,M,8,22
23854,42.39406,9,F,17,32
23854,67.91893,14,M,13,28
23855,24.6775,12,F,16,20
23855,6.83053,10,M,13,19
23856,19.86367,28,F,34,49
23856,30.7125,15,M,18,32
23857,37.20196,35,F,30,56
23857,24.13407,22,M,11,27
23858,51.13373,38,F,27,59
23858,89.17929,18,M,21,42
23859,36.50684,43,F,35,79
23859,53.166,11,M,8,15
23860,52.53276,17,F,12,29
23860,40.042,9,M,7,10
23861,22.46069,16,F,18,29
23861,23.4425,12,M,16,16
23862,24.46432,44,F,39,81
23862,39.98522,21,M,19,23
23863,33.14768,50,F,47,82
23863,29.24293,28,M,22,41
23864,37.94967,44,F,37,91
23864,78.26526,14,M,15,19
23865,43.67462,22,F,25,39
23865,154.39111,8,M,6,9
23866,56.74143,6,F,5,7
23866,80.34667,7,M,4,9
23867,21.56618,17,F,24,34
23867,30.03909,10,M,9,11
23868,51.34529,21,F,25,34
23868,21.86735,18,M,16,34
23869,79.09609,20,F,19,23
23869,24.51207,14,M,20,29
23870,32.25864,37,F,44,66
23870,37.28233,21,M,17,30
23871,40.77512,22,F,28,43
23871,78.19667,12,M,11,24
23872,59.04559,12,F,17,34
23872,57.80429,12,M,16,21
23873,24.23519,18,F,18,27
23873,37.03308,11,M,10,13
23874,35.63286,42,F,35,70
23874,27.82,31,M,24,37
23875,26.99526,15,F,11,19
23875,28.00308,21,M,22,26
23876,46.31984,34,F,32,63
23876,35.29917,16,M,15,24
23877,55.42694,26,F,19,36
23877,67.10067,10,M,11,15
23878,91.24176,20,F,17,34
23878,33.2775,11,M,9,12
23879,47.08529,14,F,12,17
23879,43.58588,14,M,15,17
23880,41.3032,34,F,32,50
23880,33.62667,21,M,20,24
23881,37.55218,41,F,47,101
23881,30.38,24,M,21,37
23882,42.60217,26,F,21,46
23882,36.62318,17,M,15,22
