origin_age_data_id,avg,cards,gender,merchants,txs
31051,22.17425,67,E,48,106
31052,25.41,7,F,9,15
31052,62.58667,6,M,9,15
31053,39.00611,55,F,52,108
31053,34.06147,59,M,75,143
31054,31.59548,54,F,46,93
31054,34.1176,46,M,38,75
31055,90.80946,29,F,43,56
31055,92.39048,18,M,15,21
31056,45.52632,25,F,30,38
31056,85.39778,22,M,15,27
31057,84.89286,23,F,21,28
31057,56.58769,11,M,11,13
31058,33.3284,11,F,13,25
31058,43.0525,4,M,4,4
31059,19.13048,68,F,61,125
31059,22.56473,66,M,56,110
31060,31.70264,38,F,43,72
31060,51.1424,44,M,48,75
31061,89.96458,36,F,33,48
31061,49.28604,31,M,28,53
31062,91.953,32,F,31,40
31062,84.65977,29,M,24,44
31063,81.69966,23,F,27,29
31063,62.74619,26,M,31,42
31064,63.61909,8,F,10,11
31064,415.47667,4,M,5,6
31065,35.76724,65,F,59,105
31065,23.23,48,M,53,86
31066,57.92255,29,F,33,47
31066,32.77494,23,M,42,85
31067,189.3825,19,F,17,28
31067,76.87472,17,M,16,36
31068,64.24867,19,F,17,30
31068,134.19652,16,M,17,23
31069,66.2828,14,F,22,25
31069,65.19556,11,M,10,18
31070,45.0475,8,F,5,16
31070,50.19765,12,M,12,17
31071,45.20403,51,F,62,119
31071,27.56167,40,M,46,96
31072,31.05734,50,F,51,79
31072,40.53713,50,M,51,80
31073,95.13111,26,F,27,36
31073,36.10258,37,M,34,66
31074,48.32182,28,F,26,33
31074,93.36905,29,M,29,42
31075,59.12208,20,F,19,24
31075,116.93333,15,M,16,18
31076,38.3731,15,F,20,29
31076,16.23476,8,M,3,21
31077,31.31095,55,F,56,105
31077,21.27027,36,M,40,73
31078,36.76467,50,F,60,107
31078,27.39449,46,M,41,78
31079,51.59472,40,F,41,72
31079,49.21814,28,M,25,43
31080,93.63074,28,F,35,54
31080,47.41595,23,M,17,37
31081,57.44,21,F,24,25
31081,113.02955,14,M,17,22
31082,20.84235,11,F,14,17
31082,10.52071,7,M,10,14
31083,30.22275,47,F,51,80
31083,20.52134,46,M,55,149
31084,37.5304,29,F,42,50
31084,35.535,41,M,38,68
31085,75.05526,25,F,30,38
31085,97.18042,16,M,18,24
31086,154.54083,19,F,24,36
31086,58.13591,12,M,15,22
31087,75.28882,17,F,24,34
31087,222.86867,14,M,14,15
31088,78.77,5,F,5,6
31088,9.26,3,M,3,4
31089,50.79261,42,F,43,69
31089,29.26647,32,M,30,68
31090,40.9943,53,F,43,79
31090,39.63896,46,M,37,67
31091,86.3825,36,F,29,48
31091,27.26556,30,M,24,63
31092,59.85662,42,F,53,65
31092,121.15345,22,M,15,29
31093,88.794,14,F,13,15
31093,63.81909,18,M,17,22
31094,45.9575,6,F,8,12
31094,78.39222,8,M,8,9
31095,32.07922,48,F,45,115
31095,20.70423,39,M,31,78
31096,35.60037,50,F,53,80
31096,43.28088,50,M,52,113
31097,69.68235,39,F,42,51
31097,47.33784,33,M,30,51
31098,47.70224,23,F,39,49
31098,55.7075,22,M,20,36
31099,70.45182,19,F,20,22
31099,129.48875,7,M,8,8
31100,10.236,7,F,7,10
31100,5.63375,6,M,4,16
31101,25.76143,29,F,26,56
31101,42.54557,44,M,39,61
31102,69.53069,38,F,46,72
31102,51.69313,45,M,34,67
31103,33.03171,30,F,27,41
31103,77.55906,36,M,31,64
31104,48.9151,30,F,33,51
31104,25.40318,18,M,13,22
31105,45.39533,13,F,15,15
31105,68.3825,14,M,12,16
31106,62.35455,9,F,9,11
31106,25.47182,8,M,7,11
31107,32.85,46,F,50,94
31107,60.28945,47,M,42,73
31108,28.33377,38,F,44,69
31108,26.74182,46,M,33,88
31109,52.41429,23,F,27,35
31109,21.14158,22,M,14,38
31110,50.196,19,F,23,30
31110,31.74574,24,M,14,47
31111,161.2745,19,F,17,20
31111,55.6508,17,M,13,25
31112,9.30821,10,F,14,28
31112,39.63667,9,M,7,12
31113,45.46036,48,F,45,83
31113,33.92389,47,M,42,90
31114,38.48426,35,F,32,54
31114,30.39971,39,M,43,69
31115,40.34,35,F,33,50
31115,24.36482,21,M,25,56
31116,41.53442,28,F,30,52
31116,72.76956,34,M,28,45
31117,48.65944,20,F,21,36
31117,25.24,15,M,8,26
31118,94.835,9,F,10,10
31118,52.24615,7,M,7,13
31119,35.06802,51,F,56,91
31119,18.62775,36,M,47,71
31120,36.99059,34,F,36,51
31120,29.39824,31,M,27,51
31121,92.93217,20,F,18,23
31121,93.75121,18,M,14,33
31122,53.84848,24,F,26,33
31122,39.7408,20,M,13,25
31123,136.59829,20,F,22,35
31123,73.72714,7,M,7,7
31124,8.44421,8,F,11,19
31124,41.20462,7,M,6,13
31125,24.94438,38,F,40,73
31125,51.2164,29,M,30,50
31126,41.85774,39,F,34,53
31126,22.35673,23,M,28,52
31127,58.30773,26,F,22,44
31127,40.98743,21,M,19,35
31128,74.08458,17,F,20,24
31128,54.99893,20,M,13,28
31129,208.81444,16,F,17,18
31129,78.29893,18,M,20,28
31130,11.88,7,F,8,9
31130,27.495,8,M,8,18
31131,38.08386,34,F,44,57
31131,37.33426,41,M,38,61
31132,56.69608,50,F,45,79
31132,27.53875,39,M,32,64
31133,45.80887,39,F,41,53
31133,29.48306,29,M,21,49
31134,65.0875,21,F,21,24
31134,69.84487,25,M,22,39
31135,69.85143,16,F,19,21
31135,84.77143,7,M,7,7
31136,15.81833,6,F,6,6
31136,93.034,4,M,4,5
31137,30.31145,40,F,42,62
31137,52.77896,35,M,30,48
31138,36.80818,64,F,38,99
31138,28.59527,52,M,45,93
31139,49.9405,40,F,37,60
31139,26.87014,39,M,28,69
31140,84.51263,14,F,17,19
31140,48.18,11,M,11,15
31141,189.94143,6,F,6,7
31141,91.4375,11,M,7,16
31142,10.68,3,F,4,4
31142,26.27056,7,M,12,18
31143,59.79381,27,F,30,42
31143,27.219,28,M,21,60
31144,49.91864,35,F,43,59
31144,42.4786,25,M,32,43
31145,46.1845,26,F,30,40
31145,54.24368,13,M,15,19
31146,56.84,20,F,20,29
31146,79.01,11,M,11,15
31147,199.18053,16,F,15,19
31147,24.4255,13,M,12,20
31148,12.03333,8,F,7,15
31148,28.03,0,filtered,0,3
31149,20.967,54,F,57,90
31149,21.10452,45,M,45,84
31150,30.39353,74,F,64,116
31150,26.49333,106,M,62,183
31151,40.83535,28,F,29,43
31151,38.76833,32,M,26,48
31152,68.21733,9,F,8,15
31152,93.35,8,M,7,16
31153,17.40571,5,M,3,7
31153,10.9075,0,filtered,0,4
31154,9.39683,13,F,10,41
31154,13.46579,10,M,8,19
31155,26.55,43,F,47,85
31155,26.03833,49,M,39,84
31156,44.8979,41,F,40,62
31156,62.67375,30,M,22,40
31157,21.83786,27,F,22,42
31157,58.38088,22,M,22,34
31158,40.66964,18,F,17,28
31158,75.69227,19,M,13,22
31159,42.49857,17,F,24,28
31159,37.36771,16,M,16,35
31160,24.51333,6,F,7,9
31160,9.55375,8,M,7,16
31161,25.13467,29,F,29,60
31161,31.06708,36,M,54,89
31162,39.32534,27,F,26,58
31162,24.20384,37,M,50,86
31163,71.987,33,F,33,50
31163,37.2731,20,M,16,29
31164,53.55552,14,F,14,29
31164,55.45565,18,M,16,23
31165,36.19455,6,F,5,11
31165,24.08429,9,M,9,14
31166,186.144,5,F,5,5
31166,35.92,4,M,4,4
31167,20.08854,23,F,23,41
31167,22.26364,26,M,19,44
31168,39.04397,39,F,33,63
31168,50.00509,31,M,21,55
31169,50.106,30,F,37,50
31169,40.98359,24,M,20,39
31170,83.8615,18,F,18,20
31170,38.83579,13,M,10,19
31171,73.52833,11,F,11,12
31171,93.16882,9,M,14,17
31172,28.06556,7,F,9,9
31172,10.77857,7,M,13,14
31173,21.91946,32,F,38,56
31173,17.55851,32,M,33,74
31174,48.81353,26,F,26,68
31174,43.33263,34,M,37,57
31175,69.27621,18,F,18,29
31175,24.1075,15,M,16,20
31176,39.37739,19,F,15,23
31176,39.14636,7,M,8,11
31177,92.29,8,F,8,11
31177,235.81727,10,M,10,11
31178,22.10583,8,F,11,12
31178,17.12944,7,M,9,18
31179,34.36839,30,F,32,62
31179,28.08547,26,M,31,53
31180,42.77211,16,F,12,19
31180,155.08345,17,M,23,29
31181,39.664,19,F,18,30
31181,34.46742,16,M,16,31
31182,47.36926,13,F,22,27
31182,124.62182,7,M,8,11
31183,20.884,4,F,5,5
31183,49.43417,9,M,9,12
31184,14.862,5,F,5,5
31184,1.07,0,filtered,0,1
31185,35.68211,20,F,25,38
31185,23.61222,24,M,27,45
31186,27.56289,20,F,26,38
31186,33.92237,20,M,24,38
31187,28.84321,23,F,14,28
31187,54.16182,7,M,9,11
31188,261.4975,11,F,13,20
31188,38.99625,16,M,16,24
31189,83.10857,6,M,6,7
31189,67.69,0,filtered,0,2
31190,12.406,4,M,3,5
31190,9.79,0,filtered,0,3
31191,26.77229,25,F,35,48
31191,32.33314,24,M,27,35
31192,51.52132,18,F,28,38
31192,25.58047,30,M,29,43
31193,66.20208,8,F,14,24
31193,91.57533,11,M,12,15
31194,232.674,5,F,5,5
31194,90.8328,6,M,17,25
31195,53.49273,9,F,9,11
31195,64.72,0,filtered,0,2
31196,29.22826,12,F,11,23
31196,58.54875,6,M,6,8
31197,24.50074,34,F,45,81
31197,34.32481,19,M,17,27
31198,22.74371,19,F,22,35
31198,24.2998,33,M,22,51
31199,32.02373,29,F,38,59
31199,33.58848,31,M,23,46
31200,35.71375,15,F,18,24
31200,36.06042,18,M,14,24
31201,89.35385,12,F,12,13
31201,18.914,5,M,4,5
31202,82.88,7,F,7,8
31202,11.27813,4,M,4,16
31203,26.35016,31,F,40,62
31203,28.19077,24,M,28,52
31204,31.77593,32,F,30,59
31204,25.93105,14,M,15,19
31205,36.48864,18,F,19,22
31205,34.14227,16,M,15,22
31206,38.97176,14,F,11,17
31206,32.10966,18,M,16,29
31207,56.98714,5,F,4,7
31207,249.25667,7,M,7,9
31208,25.1425,4,F,4,4
31208,55.038,5,M,5,5
31209,23.40297,29,F,22,37
31209,39.5758,25,M,22,50
31210,33.01063,30,F,26,48
31210,34.97,30,M,23,40
31211,90.078,15,F,11,15
31211,39.62667,19,M,17,30
31212,51.51273,17,F,15,22
31212,43.13,6,M,7,8
31213,107.4175,4,F,3,4
31213,64.04857,6,M,3,7
31214,37.94667,3,F,3,3
31214,17.51857,4,M,4,7
31215,41.98,19,F,25,38
31215,24.25,14,M,9,24
31216,63.5393,30,F,30,43
31216,54.85625,24,M,18,32
31217,34.4815,15,F,18,20
31217,25.27139,22,M,14,36
31218,68.273,7,M,6,10
31218,46.43,0,filtered,0,7
31219,113.91545,8,F,10,11
31219,58.28,3,M,3,3
31220,100.16667,6,F,6,6
31220,26.49909,6,M,4,11
31221,30.69978,22,F,21,46
31221,23.99073,26,M,26,41
31222,27.10432,25,F,26,44
31222,21.26921,21,M,22,38
31223,34.40524,16,F,17,21
31223,77.10882,13,M,13,17
31224,107.41125,14,F,14,16
31224,40.42538,9,M,8,13
31225,61.64786,8,F,9,14
31225,95.71,4,M,4,4
31226,30.21667,3,F,3,3
31226,26.16,3,M,3,5
31227,15.036,18,F,15,35
31227,47.56515,14,M,15,33
31228,21.00125,17,F,20,32
31228,25.25667,16,M,8,24
31229,16.232,11,F,8,15
31229,23.47478,11,M,15,23
31230,27.416,4,F,4,5
31230,346.55909,9,M,8,11
31231,82.10125,6,M,4,8
31231,491.07,0,filtered,0,2
31232,13.255,3,F,6,10
31232,35.245,0,filtered,0,2
31233,26.31032,18,F,15,31
31233,30.70261,16,M,15,23
31234,32.08951,24,F,27,41
31234,30.16227,23,M,22,44
31235,61.54808,19,F,21,26
31235,97.674,13,M,12,15
31236,81.52667,10,F,11,12
31236,25.20719,14,M,20,32
31237,85.175,3,F,3,4
31237,75.515,3,M,4,4
31238,242.22667,0,filtered,0,3
31239,28.93474,14,F,14,19
31239,17.07667,17,M,14,21
31240,32.20286,25,F,25,42
31240,26.45082,35,M,24,49
31241,81.18222,19,F,22,27
31241,65.78789,13,M,11,19
31242,29.85133,13,F,9,15
31242,45.28077,8,M,9,13
31244,22.30333,3,F,3,3
31244,101.28556,5,M,9,9
31245,19.58594,15,F,18,32
31245,42.06273,16,M,20,33
31246,38.76861,13,F,22,36
31246,24.22938,11,M,10,16
31247,47.16909,7,F,10,11
31247,90.609,17,M,19,20
31248,68.63556,6,F,9,9
31248,72.98,4,M,5,6
31249,34.5925,3,F,3,4
31249,72.17667,3,M,3,3
31250,10.048,0,filtered,0,10
31251,21.49188,16,F,12,32
31251,10.41053,6,M,5,19
31252,52.50091,23,F,13,33
31252,24.01137,27,M,18,51
31253,99.23952,18,F,15,21
31253,50.13538,18,M,14,26
31254,24.164,7,F,9,10
31254,47.95364,9,M,11,11
31255,57.10286,7,M,7,7
31256,87.316,4,M,5,5
31256,48.64,0,filtered,0,1
31257,36.66111,7,F,7,9
31257,39.50522,11,M,10,23
31258,20.12385,10,F,13,13
31258,35.88419,19,M,18,31
31259,50.33483,17,F,21,29
31259,66.43286,11,M,12,14
31260,44.3925,7,F,6,8
31260,157.02889,9,M,9,9
31261,165.435,4,F,4,4
31261,107.6975,0,filtered,0,4
31262,29.23222,3,F,7,9
31263,28.864,15,F,17,30
31263,71.06138,18,M,16,29
31264,30.95333,13,F,13,21
31264,23.02348,18,M,14,23
31265,27.78353,10,F,14,17
31265,45.62889,6,M,7,9
31266,129.77909,9,F,8,11
31266,76.89857,7,M,7,7
31267,76.015,6,F,6,8
31267,50.58571,5,M,5,7
31268,33.84303,13,F,20,33
31268,33.71312,5,M,5,16
31269,29.23278,12,F,14,18
31269,33.66778,11,M,11,18
31270,27.2,17,F,11,23
31270,13.03,0,filtered,0,7
31271,39.533,6,F,8,10
31271,258.91714,6,M,5,7
31272,68.23375,4,F,6,8
31272,463.435,3,M,4,4
31274,26.82357,11,F,7,14
31274,13.69667,4,M,4,6
31275,30.53438,19,F,14,32
31275,22.17508,23,M,31,63
31276,17.1295,12,F,8,20
31276,59.67208,17,M,15,24
31277,45.67,13,F,8,16
31277,34.61941,9,M,6,17
31278,73.75462,7,F,9,13
31278,45.964,5,M,4,5
31279,74.885,4,F,4,4
31279,65.67889,8,M,9,9
31280,14.59222,4,F,8,9
31280,12.53333,3,M,3,3
31281,16.11192,14,F,18,26
31281,19.24086,15,M,20,35
31282,20.787,15,F,14,30
31282,17.66333,13,M,12,24
31283,39.01632,13,F,15,19
31283,409.32167,5,M,5,6
31284,42.202,8,F,10,10
31284,79.008,12,M,10,20
31285,108.67,3,F,3,3
31285,41.7125,4,M,4,4
31286,43.095,4,F,4,4
31286,38.16,0,filtered,0,2
31287,21.42381,12,F,18,21
31287,29.52714,24,M,19,35
31288,47.49571,15,F,15,21
31288,25.01574,23,M,14,47
31289,42.69455,18,F,23,33
31289,34.06444,8,M,9,9
31290,36.645,9,F,13,14
31290,60.29333,13,M,14,15
31291,59.55778,7,F,9,9
31291,183.58,0,filtered,0,2
31292,2.912,3,F,3,10
31292,10.25,5,M,3,5
31293,43.81639,21,F,24,36
31293,14.64857,11,M,13,28
31294,19.00111,12,F,14,18
31294,9.382,11,M,8,20
31295,51.25647,11,F,14,17
31295,81.89261,11,M,18,23
31296,38.57583,6,F,9,12
31296,40.88455,6,M,6,11
31297,52.37429,4,F,7,7
31297,259.5275,4,M,4,4
31298,8.96667,3,M,3,3
31298,15.07,0,filtered,0,2
31299,50.88059,13,F,11,17
31299,27.31,10,M,6,12
31300,18.90258,10,F,21,31
31300,20.37,21,M,23,28
31301,94.28313,13,F,15,16
31301,54.88529,14,M,11,17
31302,51.94222,6,F,7,9
31302,74.58,4,M,5,5
31303,195.13,3,F,4,4
31303,131.25625,7,M,6,8
31304,13.208,3,F,4,5
31304,9.35,0,filtered,0,1
31305,33.36844,15,F,20,32
31305,18.65852,14,M,16,27
31306,23.86524,27,F,29,42
31306,28.71561,36,M,30,57
31307,55.59697,24,F,23,33
31307,27.44667,21,M,12,36
31308,28.848,5,M,3,5
31308,51.18,0,filtered,0,1
31309,70.2,0,filtered,0,3
31310,29.91563,10,F,8,16
31310,87.0425,11,M,11,12
31311,22.78103,17,F,19,29
31311,64.27762,15,M,13,21
31312,41.786,15,F,21,25
31312,14.31818,11,M,16,22
31313,46.38529,9,F,11,17
31313,40.38563,10,M,11,16
31314,50.294,5,F,4,5
31314,49.12111,7,M,7,9
31315,48.753,7,M,6,10
31316,10.2375,4,M,4,12
31316,42.53,0,filtered,0,1
31317,229.053,0,filtered,0,30
31319,12.39636,6,F,6,11
31319,24.55143,5,M,5,7
31320,17.138,22,F,26,40
31320,27.02237,25,M,27,38
31321,39.56913,17,F,13,23
31321,28.68235,20,M,18,34
31322,36.07542,15,F,18,24
31322,29.02895,13,M,12,38
31323,34.93143,11,F,8,14
31323,68.555,0,filtered,0,2
31324,43.72375,7,F,7,8
31324,11.32333,0,filtered,0,3
31325,47.70667,0,filtered,0,6
31326,64.65063,10,F,13,16
31326,34.03842,12,M,13,19
31327,27.72045,11,F,17,22
31327,40.85919,11,M,10,37
31328,30.19308,7,F,9,13
31328,170.562,3,M,3,5
31329,169.764,5,F,5,5
31329,53.68,4,M,5,6
31331,30.41062,566,F,233,1132
31331,36.80055,410,M,182,843
31332,38.61867,1989,F,540,3793
31332,43.50872,1889,M,488,3490
31333,45.85909,1403,F,483,2318
31333,54.19213,1738,M,434,2589
31334,55.33956,735,F,297,1124
31334,67.22227,968,M,306,1387
31335,65.16383,453,F,224,622
31335,82.1762,545,M,219,721
31336,76.08447,189,F,139,273
31336,100.04499,262,M,146,367
31337,19.14398,51,F,61,118
31337,17.61406,38,M,39,96
31338,29.8953,231,F,255,854
31338,28.39054,159,M,199,497
31339,36.73819,240,F,311,984
31339,32.03539,172,M,226,621
31340,44.643,241,F,277,907
31340,43.28971,152,M,201,524
31341,43.81028,214,F,260,743
31341,57.39942,116,M,159,398
31342,51.5009,247,F,277,835
31342,47.72843,140,M,179,460
31343,37.67444,7,F,7,9
31343,27.006,4,M,5,5
31344,57.4055,23,F,31,40
31344,31.55286,17,M,22,28
31345,40.66,12,F,20,28
31345,40.36069,17,M,22,29
31346,19.966,6,F,10,10
31346,92.12,11,M,13,15
31346,10.91,0,filtered,0,5
31347,20.86067,6,F,7,15
31347,289.625,7,M,8,10
31348,47.56,0,filtered,0,6
31349,63.56305,1305,U,614,2546
31350,26.07111,29,F,25,45
31350,19.80321,14,M,13,28
31351,35.21376,147,F,117,290
31351,28.78056,90,M,84,178
31352,33.7452,144,F,122,300
31352,33.64904,82,M,74,135
31353,38.13056,91,F,76,195
31353,193.62365,44,M,44,74
31354,48.84007,79,F,72,147
31354,45.26698,45,M,40,63
31355,65.57734,83,F,79,192
31355,65.36824,47,M,37,74
31356,10.40076,18,F,33,66
31356,16.08364,13,M,13,22
31357,27.00539,118,F,113,206
31357,17.84045,61,M,63,134
31358,36.7283,108,F,124,230
31358,33.93135,80,M,89,148
31359,40.63212,65,F,65,118
31359,48.26389,51,M,62,90
31360,59.64596,63,F,72,114
31360,82.37905,49,M,49,84
31361,51.72791,75,F,75,110
31361,64.0563,37,M,41,54
31362,15.1675,21,F,30,56
31362,12.935,17,M,19,36
31363,30.24908,95,F,105,250
31363,24.4482,96,M,72,183
31364,38.4881,108,F,93,216
31364,31.74976,81,M,72,166
31365,38.94634,64,F,72,145
31365,39.19564,53,M,48,94
31366,57.23482,41,F,47,83
31366,37.61961,35,M,29,51
31367,48.60977,39,F,37,87
31367,75.79875,25,M,25,32
31368,10.53824,9,F,11,17
31368,13.50143,5,M,4,7
31369,22.08453,82,F,82,150
31369,43.62661,54,M,49,112
31370,30.58313,44,F,54,99
31370,30.7244,49,M,33,84
31371,92.05023,33,F,31,44
31371,35.8322,31,M,25,59
31372,150.00111,23,F,27,36
31372,80.98667,19,M,17,24
31373,122.13556,19,F,17,27
31373,46.15,20,M,21,32
31374,21.34699,77,E,66,133
31375,37.33294,12,F,12,17
31375,11.1625,6,M,7,16
31376,24.16264,45,F,42,91
31376,23.16525,58,M,58,122
31377,21.56267,38,F,37,86
31377,28.56704,47,M,32,71
31378,111.90114,34,F,32,44
31378,103.93867,11,M,11,15
31379,59.03857,26,F,35,49
31379,107.61276,24,M,20,29
31380,58.74321,23,F,22,28
31380,110.32556,14,M,12,18
31381,35.4287,15,F,15,23
31381,12.80738,13,M,8,42
31382,29.03921,41,F,48,76
31382,25.99532,40,M,32,77
31383,32.61372,59,F,67,113
31383,39.09096,49,M,45,83
31384,39.09935,28,F,30,46
31384,39.81865,25,M,21,37
31385,57.47962,29,F,34,53
31385,77.2273,27,M,22,37
31386,43.88842,12,F,11,19
31386,83.56676,21,M,22,37
31387,37.54529,10,F,12,17
31387,26.43786,11,M,11,14
31388,32.46541,33,F,35,61
31388,22.56867,60,M,60,165
31389,53.26917,32,F,36,48
31389,42.28972,28,M,39,71
31390,80.25727,19,F,28,33
31390,65.13152,22,M,29,33
31391,71.21313,17,F,17,32
31391,48.64737,11,M,15,19
31392,189.56353,15,F,16,17
31392,164.12889,7,M,8,9
31393,15.53778,8,F,13,18
31393,86.54818,8,M,9,11
31394,21.06217,51,F,53,92
31394,18.84618,47,M,39,89
31395,29.95407,31,F,34,54
31395,24.45707,28,M,32,75
31396,26.38762,13,F,13,21
31396,48.77,16,M,15,30
31397,76.44103,18,F,19,29
31397,113.77462,22,M,22,26
31398,206.2425,12,F,15,16
31398,162.81625,10,M,10,16
31399,8.33667,8,F,8,24
31399,9.26333,4,M,3,6
31400,31.01063,39,F,45,95
31400,20.64232,45,M,38,82
31401,25.70519,42,F,42,77
31401,41.44505,58,M,50,99
31402,33.82822,27,F,25,45
31402,33.33466,36,M,25,73
31403,79.60226,23,F,18,31
31403,40.42061,23,M,17,33
31404,96.503,10,F,9,10
31404,78.8,12,M,11,13
31405,7.7981,8,F,8,21
31405,22.64429,6,M,6,7
31406,23.85424,43,F,42,85
31406,18.92729,29,M,25,70
31407,34.75126,52,F,67,95
31407,19.29912,48,M,39,113
31408,25.31198,32,F,32,91
31408,48.41543,32,M,20,46
31409,76.09447,23,F,28,38
31409,39.19679,24,M,20,28
31410,158.25308,11,F,11,13
31410,54.162,8,M,8,15
31411,18.21,9,F,11,13
31411,7.8225,5,M,3,8
31412,27.76186,49,F,40,86
31412,20.66371,39,M,30,70
31413,22.59359,44,F,44,78
31413,29.62925,36,M,25,53
31414,59.82114,31,F,30,44
31414,28.3591,24,M,27,67
31415,54.34316,37,F,36,57
31415,83.90385,20,M,15,26
31416,103.1485,19,F,16,20
31416,55.09188,14,M,12,16
31417,17.88333,4,F,4,6
31417,8.43571,4,M,5,7
31418,27.84939,51,F,56,114
31418,41.43352,52,M,37,91
31419,22.81652,43,F,39,69
31419,27.81687,48,M,30,83
31420,24.73775,25,F,32,40
31420,27.98292,14,M,13,24
31421,61.49577,20,F,23,26
31421,32.401,24,M,17,40
31422,128.03389,16,F,15,18
31422,128.31313,15,M,12,16
31423,6.99286,8,F,8,21
31423,8.97692,8,M,3,13
31424,16.9152,45,F,44,75
31424,25.09333,36,M,39,81
31425,35.65711,29,F,24,38
31425,26.7928,28,M,31,50
31426,42.3556,30,F,30,50
31426,43.42895,31,M,25,57
31427,48.70306,27,F,30,49
31427,65.9181,34,M,32,42
31428,206.15538,10,F,12,13
31428,28.51462,17,M,11,26
31429,71.14667,5,F,6,6
31429,14.38,9,M,12,19
31430,28.7065,28,F,37,60
31430,39.49247,27,M,31,81
31431,37.19776,28,F,33,49
31431,28.58689,23,M,29,45
31432,62.5322,23,F,30,41
31432,157.03,9,M,8,9
31433,58.85367,21,F,21,30
31433,172.10824,15,M,17,17
31434,124.67571,13,F,13,14
31434,30.92625,6,M,6,8
31435,8.52684,11,F,9,19
31435,9.9905,10,M,8,20
31436,20.03241,36,F,33,58
31436,34.79031,39,M,42,64
31437,32.73152,47,F,48,79
31437,24.78723,41,M,27,65
31438,33.69942,30,F,33,52
31438,47.36319,29,M,24,47
31439,62.343,27,F,31,50
31439,51.46647,16,M,13,17
31440,67.19167,13,F,14,18
31440,147.87455,10,M,11,11
31441,5.00677,6,F,8,31
31441,13.39,5,M,6,10
31442,16.83373,27,F,22,51
31442,20.92533,30,M,26,45
31443,40.57388,29,F,25,49
31443,20.06315,30,M,30,54
31444,37.85154,24,F,23,39
31444,34.91704,32,M,28,54
31445,76.48542,19,F,20,24
31445,52.3435,12,M,11,20
31446,35.36529,14,F,13,17
31446,283.38435,18,M,20,23
31447,26.73538,8,F,9,13
31447,35.40429,7,M,6,7
31448,53.87909,37,F,40,55
31448,30.47049,32,M,27,41
31449,26.01848,60,F,46,99
31449,24.87584,58,M,54,113
31450,26.90111,41,F,41,72
31450,39.25175,44,M,32,63
31451,100.09524,20,F,19,21
31451,43.28667,6,M,6,6
31452,170.85333,3,F,3,3
31452,56.49583,8,M,4,12
31453,29.25455,10,F,7,22
31453,19.45059,11,M,10,17
31454,58.27786,36,F,40,70
31454,18.94048,29,M,35,62
31455,44.07308,22,F,22,39
31455,34.94181,28,M,39,83
31456,36.99146,29,F,32,48
31456,40.04114,24,M,19,35
31457,41.7225,12,F,20,24
31457,42.91763,20,M,19,38
31458,39.84143,7,F,7,7
31458,70.99462,11,M,11,13
31459,8.39735,12,F,15,34
31459,27.59684,13,M,11,19
31460,18.08106,56,F,49,104
31460,23.53415,40,M,39,82
31461,26.04231,31,F,25,52
31461,16.00129,21,M,16,31
31462,44.09436,39,F,27,55
31462,94.7804,21,M,21,25
31463,70.75793,21,F,18,29
31463,43.35385,10,M,7,13
31464,70.079,16,F,16,20
31464,43.33656,18,M,13,32
31465,30.12,5,F,6,6
31465,7.705,7,M,6,12
31466,29.69024,40,F,45,85
31466,41.68157,44,M,53,89
31467,26.40037,21,F,20,27
31467,34.61022,27,M,29,46
31468,28.65783,14,F,15,23
31468,25.42966,17,M,13,29
31469,31.99069,19,F,20,29
31469,52.54222,16,M,17,27
31470,65.05829,22,F,24,35
31470,108.00133,14,M,13,15
31471,9.11118,9,F,9,17
31471,9.748,4,M,4,5
31472,24.7652,47,F,47,75
31472,32.39357,45,M,48,70
31473,22.52841,80,F,67,132
31473,25.95559,114,M,72,179
31474,50.345,29,F,29,50
31474,15.96906,32,M,23,53
31475,33.535,7,F,7,10
31475,9.35692,8,M,6,13
31476,73.27,4,F,4,5
31476,34.56333,0,filtered,0,6
31477,24.17833,5,F,6,6
31477,27.77524,9,M,10,21
31478,23.8231,28,F,28,42
31478,22.91408,35,M,31,49
31479,21.51267,48,F,33,86
31479,32.32333,38,M,29,66
31480,32.19636,34,F,37,55
31480,27.42019,26,M,22,54
31481,49.01828,22,F,25,29
31481,50.79406,24,M,16,32
31482,60.55333,12,F,15,15
31482,95.10692,11,M,12,13
31483,14.534,4,F,4,10
31483,10.74625,5,M,5,8
31484,13.97297,20,F,23,37
31484,41.35216,24,M,21,37
31485,34.89553,29,F,32,47
31485,37.0694,28,M,21,50
31486,51.08947,17,F,16,19
31486,96.72826,17,M,19,23
31487,350.06083,11,F,11,12
31487,29.7119,15,M,12,21
31488,66.16,4,F,4,5
31488,61.12154,9,M,10,13
31489,15.15333,11,F,17,27
31489,34.635,7,M,7,10
31490,27.81386,35,F,41,70
31490,26.77086,23,M,20,35
31491,40.86517,21,F,22,29
31491,33.31308,33,M,30,52
31492,57.1332,25,F,32,50
31492,44.10583,21,M,14,24
31493,51.31679,16,F,14,28
31493,53.92348,18,M,15,23
31494,129.805,4,F,4,6
31494,53.85833,8,M,9,12
31495,27.3575,4,F,4,4
31495,14.03,0,filtered,0,4
31496,33.30571,22,F,28,42
31496,31.20341,23,M,32,44
31497,37.39545,30,F,37,44
31497,20.91629,23,M,21,35
31498,34.9675,13,F,16,24
31498,34.996,4,M,5,5
