id,avg,cards,age,merchants,txs,zipcode_id,date,origin_zipcode
49534,58.90068,60,>=65,44,89,82,201512,28004
49535,20.089,26,<=24,30,40,82,201512,28005
49536,27.94179,94,25-34,91,134,82,201512,28005
49537,58.31067,103,35-44,108,149,82,201512,28005
49538,90.07145,70,45-54,73,131,82,201512,28005
49539,77.69729,98,55-64,82,140,82,201512,28005
49540,60.74115,23,>=65,24,26,82,201512,28005
49541,113.29644,50,Unknown,42,90,82,201512,28002
49542,46.06466,24,<=24,27,30,82,201512,28002
49543,27.5423,80,25-34,79,130,82,201512,28002
49544,47.87325,58,35-44,62,74,82,201512,28002
49545,56.425,36,45-54,42,48,82,201512,28002
49546,130.55311,39,55-64,34,45,82,201512,28002
49547,109.80174,22,>=65,21,23,82,201512,28002
49548,18.09178,42,<=24,56,73,82,201512,28035
49549,28.32919,93,25-34,98,135,82,201512,28035
49550,52.90831,87,35-44,90,124,82,201512,28035
49551,52.27316,71,45-54,71,101,82,201512,28035
49552,54.39809,85,55-64,81,115,82,201512,28035
49553,73.46776,64,>=65,59,85,82,201512,28035
49554,34.33389,34,<=24,35,54,82,201512,28039
49555,27.4702,99,25-34,110,149,82,201512,28039
49556,46.12191,109,35-44,112,167,82,201512,28039
49557,66.39816,76,45-54,70,109,82,201512,28039
49558,54.60585,62,55-64,57,94,82,201512,28039
49559,64.80511,39,>=65,36,45,82,201512,28039
49560,21.21162,22,<=24,22,31,82,201512,28045
49561,26.40821,99,25-34,91,145,82,201512,28045
49562,64.05515,97,35-44,93,130,82,201512,28045
49563,64.86375,71,45-54,70,104,82,201512,28045
49564,86.1719,43,55-64,46,63,82,201512,28045
49565,62.88139,22,>=65,23,36,82,201512,28045
49566,23.44254,46,<=24,48,67,82,201512,28023
49567,34.07695,66,25-34,89,128,82,201512,28023
49568,60.82455,68,35-44,59,90,82,201512,28023
49569,56.28596,62,45-54,68,109,82,201512,28023
49570,71.3755,51,55-64,56,80,82,201512,28023
49571,72.09407,35,>=65,38,54,82,201512,28023
49572,25.48759,38,<=24,38,54,82,201512,28034
49573,29.09976,79,25-34,86,123,82,201512,28034
49574,51.74587,59,35-44,55,75,82,201512,28034
49575,45.12446,54,45-54,45,74,82,201512,28034
49576,77.42882,54,55-64,56,76,82,201512,28034
49577,144.42964,39,>=65,37,56,82,201512,28034
49578,26.36722,32,<=24,35,54,82,201512,28043
49579,28.86074,73,25-34,92,135,82,201512,28043
49580,77.0365,60,35-44,68,103,82,201512,28043
49581,81.37544,52,45-54,53,68,82,201512,28043
49582,50.23246,45,55-64,51,65,82,201512,28043
49583,64.0735,19,>=65,29,40,82,201512,28043
49584,12.50786,20,<=24,33,42,82,201512,28020
49585,29.86044,103,25-34,110,161,82,201512,28020
49586,34.36309,60,35-44,73,97,82,201512,28020
49587,53.06413,52,45-54,55,80,82,201512,28020
49588,70.58667,60,55-64,59,90,82,201512,28020
49589,81.8587,40,>=65,38,54,82,201512,28020
49590,14.09929,24,<=24,22,28,82,201512,28007
49591,39.89287,80,25-34,92,108,82,201512,28007
49592,50.90671,63,35-44,63,85,82,201512,28007
49593,76.16792,55,45-54,57,72,82,201512,28007
49594,82.2609,49,55-64,52,78,82,201512,28007
49595,84.56687,30,>=65,25,32,82,201512,28007
49596,16.88738,23,<=24,23,42,82,201512,28029
49597,39.08455,101,25-34,98,154,82,201512,28029
49598,32.91375,55,35-44,66,104,82,201512,28029
49599,67.76833,31,45-54,29,36,82,201512,28029
49600,55.52595,30,55-64,30,37,82,201512,28029
49601,175.9429,34,>=65,26,38,82,201512,28029
49602,14.71386,42,<=24,49,70,82,201512,28033
49603,43.74431,61,25-34,71,102,82,201512,28033
49604,55.20188,59,35-44,54,69,82,201512,28033
49605,65.33765,51,45-54,54,68,82,201512,28033
49606,97.03,30,55-64,36,47,82,201512,28033
49607,66.3931,28,>=65,28,29,82,201512,28033
49608,18.12,17,<=24,21,26,82,201512,28016
49609,31.73834,47,25-34,56,84,82,201512,28016
49610,41.235,41,35-44,41,64,82,201512,28016
49611,58.82775,26,45-54,29,40,82,201512,28016
49612,210.57769,29,55-64,26,39,82,201512,28016
49613,86.16714,23,>=65,26,28,82,201512,28016
49614,18.34314,26,<=24,26,35,82,201512,28224
49615,23.33925,47,25-34,60,106,82,201512,28224
49616,46.89077,46,35-44,45,65,82,201512,28224
49617,99.93216,43,45-54,47,65,82,201512,28224
49618,52.7608,43,55-64,45,62,82,201512,28224
49619,74.91412,20,>=65,22,34,82,201512,28224
49620,31.43791,31,<=24,31,43,82,201512,28030
49621,29.15078,43,25-34,47,64,82,201512,28030
49622,55.78521,52,35-44,47,71,82,201512,28030
49623,79.85293,55,45-54,60,75,82,201512,28030
49624,65.57925,21,55-64,29,40,82,201512,28030
49625,94.32778,21,>=65,23,27,82,201512,28030
49626,18.47857,35,<=24,35,49,82,201512,28223
49627,40.03254,46,25-34,57,67,82,201512,28223
49628,38.75763,35,35-44,37,59,82,201512,28223
49629,68.28528,53,45-54,52,72,82,201512,28223
49630,86.09382,37,55-64,38,55,82,201512,28223
49631,69.44657,17,>=65,25,35,82,201512,28223
49632,23.53714,20,<=24,21,28,82,201512,28032
49633,37.72263,31,25-34,26,38,82,201512,28032
49634,136.97929,54,35-44,50,85,82,201512,28032
49635,52.58767,50,45-54,47,60,82,201512,28032
49636,48.49,11,55-64,12,15,82,201512,28032
49637,59.924,3,>=65,3,5,82,201512,28032
49638,16.18056,13,<=24,18,36,82,201512,28019
49639,50.78167,59,25-34,64,78,82,201512,28019
49640,49.06537,62,35-44,56,80,82,201512,28019
49641,39.28459,46,45-54,42,61,82,201512,28019
49642,97.40674,40,55-64,40,52,82,201512,28019
49643,74.03875,17,>=65,14,24,82,201512,28019
49644,22.43722,23,<=24,26,36,82,201512,28011
49645,37.80475,64,25-34,63,80,82,201512,28011
49646,38.27028,65,35-44,78,106,82,201512,28011
49647,44.3826,54,45-54,64,77,82,201512,28011
49648,57.25739,48,55-64,48,69,82,201512,28011
49649,58.99872,25,>=65,28,39,82,201512,28011
49650,19.71825,26,<=24,25,40,82,201512,28050
49651,27.39882,61,25-34,72,110,82,201512,28050
49652,52.41929,121,35-44,102,167,82,201512,28050
49653,40.97443,50,45-54,47,70,82,201512,28050
49654,51.37788,21,55-64,29,33,82,201512,28050
49655,35.19429,5,>=65,6,7,82,201512,28050
49656,20.753,17,<=24,22,30,82,201512,28028
49657,45.0415,68,25-34,68,93,82,201512,28028
49658,43.29673,48,35-44,43,52,82,201512,28028
49659,78.57901,48,45-54,49,71,82,201512,28028
49660,50.18372,43,55-64,39,51,82,201512,28028
49661,58.75343,30,>=65,31,35,82,201512,28028
49662,18.2675,29,<=24,31,52,82,201512,28230
49663,20.81852,37,25-34,46,61,82,201512,28230
49664,46.31476,40,35-44,41,63,82,201512,28230
49665,80.28857,49,45-54,41,63,82,201512,28230
49666,74.59385,43,55-64,53,78,82,201512,28230
49667,37.16448,20,>=65,23,29,82,201512,28230
49668,34.28382,26,<=24,31,34,82,201512,28036
49669,38.23271,54,25-34,61,74,82,201512,28036
49670,47.3492,39,35-44,44,50,82,201512,28036
49671,77.58178,24,45-54,26,28,82,201512,28036
49672,254.864,12,55-64,14,15,82,201512,28036
49673,115.68304,16,>=65,19,23,82,201512,28036
49674,14.4241,21,<=24,31,39,82,201512,28006
49675,34.96146,60,25-34,65,89,82,201512,28006
49676,41.07966,55,35-44,54,89,82,201512,28006
49677,62.45636,25,45-54,23,33,82,201512,28006
49678,73.27065,23,55-64,27,31,82,201512,28006
49679,62.55057,25,>=65,29,35,82,201512,28006
49680,14.4764,27,<=24,43,50,82,201512,28001
49681,20.72299,57,25-34,54,87,82,201512,28001
49682,48.68707,44,35-44,51,75,82,201512,28001
49683,38.45189,36,45-54,40,53,82,201512,28001
49684,85.62212,22,55-64,26,33,82,201512,28001
49685,75.46444,23,>=65,24,27,82,201512,28001
49686,13.1113,12,<=24,15,23,82,201512,28047
49687,34.83187,47,25-34,49,64,82,201512,28047
49688,33.94711,38,35-44,36,52,82,201512,28047
49689,58.83575,35,45-54,30,40,82,201512,28047
49690,52.83255,40,55-64,40,51,82,201512,28047
49691,127.09862,25,>=65,24,29,82,201512,28047
49692,20.45806,25,<=24,30,36,82,201512,28220
49693,24.11721,41,25-34,43,61,82,201512,28220
49694,43.61349,28,35-44,33,43,82,201512,28220
49695,86.98,32,45-54,33,42,82,201512,28220
49696,62.72575,27,55-64,29,33,82,201512,28220
49697,122.30263,12,>=65,15,19,82,201512,28220
49698,13.21828,20,<=24,20,29,82,201512,28009
49699,29.03334,51,25-34,64,84,82,201512,28009
49700,35.19374,48,35-44,63,83,82,201512,28009
49701,53.21042,41,45-54,36,47,82,201512,28009
49702,27.60936,20,55-64,27,31,82,201512,28009
49703,86.62182,24,>=65,28,33,82,201512,28009
49704,11.179,13,<=24,17,30,82,201512,28042
49705,53.34848,38,25-34,38,46,82,201512,28042
49706,45.46464,37,35-44,40,56,82,201512,28042
49707,62.83976,36,45-54,34,41,82,201512,28042
49708,112.82733,15,55-64,26,30,82,201512,28042
49709,74.19125,5,>=65,7,8,82,201512,28042
49710,13.17667,11,<=24,16,21,82,201512,28027
49711,21.31573,62,25-34,65,110,82,201512,28027
49712,30.19659,31,35-44,34,41,82,201512,28027
49713,55.61047,42,45-54,46,64,82,201512,28027
49714,73.098,36,55-64,37,45,82,201512,28027
49715,47.16546,15,>=65,16,22,82,201512,28027
49716,28.35179,13,<=24,24,28,82,201512,28013
49717,53.24855,34,25-34,43,55,82,201512,28013
49718,36.4742,33,35-44,40,50,82,201512,28013
49719,61.30359,23,45-54,32,39,82,201512,28013
49720,52.00063,19,55-64,27,32,82,201512,28013
49721,126.64437,13,>=65,13,16,82,201512,28013
49722,21.64,14,<=24,17,20,82,201512,28024
49723,31.59889,36,25-34,39,45,82,201512,28024
49724,41.17245,44,35-44,41,57,82,201512,28024
49725,58.87469,36,45-54,34,49,82,201512,28024
49726,72.65071,22,55-64,25,28,82,201512,28024
49727,71.52029,28,>=65,30,34,82,201512,28024
49728,19.96889,13,<=24,16,18,82,201512,28012
49729,20.54844,61,25-34,56,90,82,201512,28012
49730,41.73928,50,35-44,61,83,82,201512,28012
49731,56.46034,42,45-54,42,58,82,201512,28012
49732,62.30706,15,55-64,13,17,82,201512,28012
49733,71.37059,13,>=65,14,17,82,201512,28012
49734,14.01346,18,<=24,19,26,82,201512,28041
49735,57.03657,42,25-34,48,64,82,201512,28041
49736,35.54698,41,35-44,50,73,82,201512,28041
49737,36.56205,48,45-54,55,73,82,201512,28041
49738,62.18304,17,55-64,19,23,82,201512,28041
49739,55.07,8,>=65,7,8,82,201512,28041
49740,33.4,17,<=24,22,36,82,201512,28017
49741,27.75284,67,25-34,68,102,82,201512,28017
49742,47.33453,45,35-44,44,53,82,201512,28017
49743,50.84208,41,45-54,42,48,82,201512,28017
49744,35.02621,21,55-64,30,37,82,201512,28017
49745,75.315,7,>=65,6,8,82,201512,28017
49746,14.54417,11,<=24,7,12,82,201512,28044
49747,24.67,35,25-34,40,78,82,201512,28044
49748,53.11729,42,35-44,44,59,82,201512,28044
49749,31.46244,42,45-54,45,86,82,201512,28044
49750,56.65867,22,55-64,21,30,82,201512,28044
49751,44.10182,10,>=65,10,11,82,201512,28044
49752,12.72017,22,<=24,28,56,82,201512,28040
49753,25.00533,18,25-34,24,30,82,201512,28040
49754,78.92892,21,35-44,31,37,82,201512,28040
49755,83.5776,18,45-54,20,25,82,201512,28040
49756,66.17616,15,55-64,17,26,82,201512,28040
49757,66.73678,20,>=65,22,28,82,201512,28040
49758,18.45193,23,<=24,25,31,82,201512,28026
49759,28.33961,40,25-34,45,77,82,201512,28026
49760,44.42462,40,35-44,39,65,82,201512,28026
49761,56.58346,38,45-54,38,55,82,201512,28026
49762,29.774,9,55-64,10,15,82,201512,28026
49763,55.86182,10,>=65,10,11,82,201512,28026
49764,44.32778,8,<=24,6,9,82,201512,28025
49765,24.00647,29,25-34,28,34,82,201512,28025
49766,53.37351,41,35-44,44,57,82,201512,28025
49767,55.77563,37,45-54,37,48,82,201512,28025
49768,34.32286,18,55-64,16,21,82,201512,28025
49769,205.27375,7,>=65,7,8,82,201512,28025
49770,12.94222,9,<=24,6,9,82,201512,28021
49771,27.82134,47,25-34,32,60,82,201512,28021
49772,35.19836,55,35-44,37,67,82,201512,28021
49773,64.10465,38,45-54,34,58,82,201512,28021
49774,30.45059,24,55-64,18,34,82,201512,28021
49775,48.265,7,>=65,4,8,82,201512,28021
49776,27.805,4,<=24,8,12,82,201512,28051
49777,38.34903,25,25-34,27,31,82,201512,28051
49778,100.74706,45,35-44,43,68,82,201512,28051
49779,33.92333,6,45-54,5,6,82,201512,28051
49780,168.95667,0,filtered,0,3,82,201512,28051
49781,28.36591,16,<=24,16,22,82,201512,28022
49782,26.45447,31,25-34,34,47,82,201512,28022
49783,51.33569,49,35-44,39,65,82,201512,28022
49784,40.68445,36,45-54,31,45,82,201512,28022
49785,44.40236,27,55-64,24,34,82,201512,28022
49786,51.04,7,>=65,8,8,82,201512,28022
49787,12.41821,19,<=24,16,28,82,201512,28400
49788,29.54139,51,25-34,47,72,82,201512,28400
49789,49.02342,49,35-44,41,73,82,201512,28400
49790,30.58974,33,45-54,24,39,82,201512,28400
49791,60.34591,21,55-64,17,22,82,201512,28400
49792,25.54667,10,>=65,8,12,82,201512,28400
49793,15.39666,14,<=24,16,21,82,201512,28100
49794,31.52617,37,25-34,38,47,82,201512,28100
49795,69.20698,42,35-44,34,53,82,201512,28100
49796,48.5371,16,45-54,17,31,82,201512,28100
49797,47.12571,7,55-64,7,7,82,201512,28100
49798,202.38714,7,>=65,7,7,82,201512,28100
49799,32.20357,19,<=24,15,28,82,201512,28250
49800,28.87704,32,25-34,29,54,82,201512,28250
49801,39.91762,20,35-44,32,42,82,201512,28250
49802,43.48851,18,45-54,24,47,82,201512,28250
49803,84.63111,18,55-64,19,27,82,201512,28250
49804,29.5075,4,>=65,4,4,82,201512,28250
49805,13.23428,17,<=24,16,28,82,201512,28031
49806,35.1675,43,25-34,35,52,82,201512,28031
49807,58.21219,48,35-44,38,64,82,201512,28031
49808,62.40308,23,45-54,20,26,82,201512,28031
49809,30.39,12,55-64,15,15,82,201512,28031
49810,69.2975,7,>=65,7,8,82,201512,28031
49811,16.91904,2442,<=24,690,5265,82,201512,others
49812,28.79696,4677,25-34,1038,7953,82,201512,others
49813,44.57093,3407,35-44,862,4709,82,201512,others
49814,53.99464,2024,45-54,647,2646,82,201512,others
49815,57.50246,1047,55-64,523,1585,82,201512,others
49816,67.72755,522,>=65,346,799,82,201512,others
49817,18.49099,84,<=24,79,243,20,201501,28016
49818,31.22313,320,25-34,264,1157,20,201501,28016
49819,35.93294,435,35-44,343,1993,20,201501,28016
49820,39.55942,411,45-54,343,2103,20,201501,28016
49821,38.59765,395,55-64,298,1727,20,201501,28016
49822,42.58691,542,>=65,385,2433,20,201501,28016
49823,4672.26667,0,filtered,0,6,20,201501,28016
49824,17.56,6,<=24,8,12,20,201501,U
49825,29.12313,24,25-34,29,83,20,201501,U
49826,59.10564,35,35-44,36,110,20,201501,U
49827,46.6839,38,45-54,40,159,20,201501,U
49828,46.00688,20,55-64,28,80,20,201501,U
49829,68.1807,14,>=65,22,43,20,201501,U
49830,65.00712,1407,Unknown,458,3235,20,201501,U
49831,33.86761,47,<=24,40,71,20,201501,28036
49832,34.19212,192,25-34,128,409,20,201501,28036
49833,49.1291,176,35-44,120,411,20,201501,28036
49834,53.79148,213,45-54,143,569,20,201501,28036
49835,58.77594,228,55-64,150,672,20,201501,28036
49836,54.0142,200,>=65,139,541,20,201501,28036
49837,25.56766,48,<=24,44,90,20,201501,28033
49838,29.70488,177,25-34,113,326,20,201501,28033
49839,45.59921,238,35-44,133,480,20,201501,28033
49840,45.01288,265,45-54,160,577,20,201501,28033
49841,46.5523,196,55-64,115,466,20,201501,28033
49842,56.8046,200,>=65,113,439,20,201501,28033
49843,26.67021,45,Unknown,40,94,20,201501,28002
49844,23.12157,33,<=24,32,51,20,201501,28002
49845,34.48994,179,25-34,111,328,20,201501,28002
49846,40.92124,209,35-44,124,435,20,201501,28002
49847,51.75802,154,45-54,100,298,20,201501,28002
49848,53.58854,160,55-64,105,321,20,201501,28002
49849,55.37125,182,>=65,99,342,20,201501,28002
49850,23.51868,33,<=24,32,53,20,201501,28043
49851,28.148,127,25-34,91,235,20,201501,28043
49852,41.35029,143,35-44,101,273,20,201501,28043
49853,46.15951,156,45-54,109,266,20,201501,28043
49854,58.17906,123,55-64,86,213,20,201501,28043
49855,68.64159,78,>=65,51,138,20,201501,28043
49856,29.76857,11,<=24,12,14,20,201501,28050
49857,30.07127,111,25-34,74,181,20,201501,28050
49858,34.49984,219,35-44,142,387,20,201501,28050
49859,44.64931,94,45-54,72,203,20,201501,28050
49860,41.49878,37,55-64,45,90,20,201501,28050
49861,42.11583,24,>=65,21,60,20,201501,28050
49862,49.29667,9,<=24,8,9,20,201501,28020
49863,28.32107,98,25-34,68,158,20,201501,28020
49864,32.96525,80,35-44,63,160,20,201501,28020
49865,56.50351,70,45-54,46,114,20,201501,28020
49866,63.5949,56,55-64,39,102,20,201501,28020
49867,72.41718,58,>=65,43,92,20,201501,28020
49868,9.09444,19,<=24,21,27,20,201501,28034
49869,32.02043,58,25-34,57,94,20,201501,28034
49870,37.68134,71,35-44,65,149,20,201501,28034
49871,50.71567,65,45-54,57,104,20,201501,28034
49872,68.88063,45,55-64,48,63,20,201501,28034
49873,71.0169,36,>=65,36,58,20,201501,28034
49874,9.53727,12,<=24,13,22,20,201501,28029
49875,33.22386,70,25-34,65,132,20,201501,28029
49876,23.95051,87,35-44,63,177,20,201501,28029
49877,44.49361,50,45-54,47,108,20,201501,28029
49878,56.2,47,55-64,35,73,20,201501,28029
49879,68.03432,32,>=65,22,44,20,201501,28029
49880,14.725,10,<=24,10,16,20,201501,28028
49881,29.00899,52,25-34,51,89,20,201501,28028
49882,61.48681,54,35-44,40,69,20,201501,28028
49883,49.59268,44,45-54,41,82,20,201501,28028
49884,73.75033,36,55-64,30,60,20,201501,28028
49885,67.685,32,>=65,19,46,20,201501,28028
49886,10.80042,13,<=24,13,24,20,201501,28027
49887,24.28281,61,25-34,50,89,20,201501,28027
49888,45.73133,58,35-44,49,98,20,201501,28027
49889,40.66458,67,45-54,39,96,20,201501,28027
49890,45.26984,35,55-64,31,60,20,201501,28027
49891,119.50676,23,>=65,23,37,20,201501,28027
49892,24.95571,6,<=24,7,7,20,201501,28001
49893,38.52758,50,25-34,53,91,20,201501,28001
49894,32.46356,42,35-44,35,90,20,201501,28001
49895,59.41622,35,45-54,44,66,20,201501,28001
49896,65.15813,23,55-64,20,32,20,201501,28001
49897,123.10322,19,>=65,14,31,20,201501,28001
49898,18.48438,12,<=24,19,32,20,201501,28006
49899,39.06485,41,25-34,38,66,20,201501,28006
49900,34.61309,53,35-44,41,84,20,201501,28006
49901,53.26561,26,45-54,21,41,20,201501,28006
49902,70.98211,42,55-64,35,71,20,201501,28006
49903,64.78825,29,>=65,22,40,20,201501,28006
49904,15.7679,14,<=24,12,19,20,201501,28035
49905,23.33121,66,25-34,57,133,20,201501,28035
49906,33.79748,69,35-44,56,131,20,201501,28035
49907,39.51726,56,45-54,42,84,20,201501,28035
49908,34.11965,36,55-64,34,57,20,201501,28035
49909,71.25514,28,>=65,30,37,20,201501,28035
49910,19.01412,8,<=24,10,17,20,201501,28039
49911,35.81375,49,25-34,33,80,20,201501,28039
49912,33.63462,62,35-44,47,93,20,201501,28039
49913,51.12604,52,45-54,43,96,20,201501,28039
49914,55.4709,28,55-64,28,44,20,201501,28039
49915,238.43,6,>=65,6,7,20,201501,28039
49916,19.11222,8,<=24,7,9,20,201501,28003
49917,26.71912,46,25-34,55,114,20,201501,28003
49918,39.12355,58,35-44,41,90,20,201501,28003
49919,27.88339,36,45-54,33,68,20,201501,28003
49920,86.93588,28,55-64,28,34,20,201501,28003
49921,60.22262,25,>=65,27,42,20,201501,28003
49922,6.375,6,<=24,5,6,20,201501,28007
49923,20.082,62,25-34,59,115,20,201501,28007
49924,39.42308,53,35-44,52,104,20,201501,28007
49925,27.12076,45,45-54,44,79,20,201501,28007
49926,60.93765,33,55-64,39,51,20,201501,28007
49927,46.57933,18,>=65,19,45,20,201501,28007
49928,22.63824,8,<=24,8,17,20,201501,28010
49929,41.85479,43,25-34,40,71,20,201501,28010
49930,33.20629,47,35-44,48,116,20,201501,28010
49931,51.51979,30,45-54,28,48,20,201501,28010
49932,42.35098,22,55-64,27,41,20,201501,28010
49933,70.92556,17,>=65,19,27,20,201501,28010
49934,22.541,7,<=24,8,10,20,201501,28046
49935,33.86486,24,25-34,24,35,20,201501,28046
49936,42.46434,31,35-44,31,53,20,201501,28046
49937,57.76195,23,45-54,16,41,20,201501,28046
49938,98.80865,25,55-64,19,37,20,201501,28046
49939,60.71963,24,>=65,25,54,20,201501,28046
49940,38.63,4,<=24,4,6,20,201501,28009
49941,46.43889,36,25-34,25,45,20,201501,28009
49942,38.23787,31,35-44,39,61,20,201501,28009
49943,34.013,30,45-54,31,50,20,201501,28009
49944,44.4325,17,55-64,14,28,20,201501,28009
49945,146.27471,14,>=65,17,17,20,201501,28009
49946,14.824,8,<=24,8,15,20,201501,28015
49947,21.851,42,25-34,36,70,20,201501,28015
49948,20.71794,38,35-44,25,68,20,201501,28015
49949,27.71415,32,45-54,25,53,20,201501,28015
49950,33.75286,21,55-64,16,28,20,201501,28015
49951,194.68333,15,>=65,14,21,20,201501,28015
49952,16.50182,16,<=24,18,22,20,201501,28109
49953,21.68164,39,25-34,49,104,20,201501,28109
49954,62.15449,30,35-44,35,49,20,201501,28109
49955,31.14027,20,45-54,28,37,20,201501,28109
49956,57.88786,20,55-64,21,28,20,201501,28109
49957,45.07115,16,>=65,17,26,20,201501,28109
49958,10.98556,5,<=24,7,9,20,201501,28042
49959,26.87884,29,25-34,32,52,20,201501,28042
49960,27.99361,45,35-44,39,97,20,201501,28042
49961,34.02838,39,45-54,31,68,20,201501,28042
49962,52.04526,13,55-64,13,19,20,201501,28042
49963,123.38385,10,>=65,13,13,20,201501,28042
49964,29.25692,8,<=24,6,13,20,201501,28017
49965,29.29603,36,25-34,30,63,20,201501,28017
49966,36.92227,48,35-44,35,66,20,201501,28017
49967,26.6847,36,45-54,31,66,20,201501,28017
49968,37.02512,24,55-64,21,43,20,201501,28017
49969,58.63875,7,>=65,13,16,20,201501,28017
49970,22.13889,7,<=24,6,9,20,201501,28045
49971,23.3532,46,25-34,46,75,20,201501,28045
49972,28.73922,56,35-44,42,77,20,201501,28045
49973,29.09968,48,45-54,44,94,20,201501,28045
49974,27.5673,15,55-64,15,26,20,201501,28045
49975,93.87125,7,>=65,7,8,20,201501,28045
49976,17.88,7,<=24,8,8,20,201501,28004
49977,25.9351,27,25-34,27,51,20,201501,28004
49978,28.6481,44,35-44,51,121,20,201501,28004
49979,41.65764,26,45-54,18,34,20,201501,28004
49980,45.6925,15,55-64,15,32,20,201501,28004
49981,53.73143,7,>=65,6,7,20,201501,28004
49982,14.64529,11,<=24,14,17,20,201501,28030
49983,15.04766,33,25-34,28,77,20,201501,28030
49984,34.30966,47,35-44,50,87,20,201501,28030
49985,24.66573,38,45-54,34,75,20,201501,28030
49986,49.92392,17,55-64,19,23,20,201501,28030
49987,71.65667,9,>=65,8,9,20,201501,28030
49988,22.39,3,<=24,3,3,20,201501,28032
49989,24.73143,26,25-34,24,49,20,201501,28032
49990,18.97289,51,35-44,32,104,20,201501,28032
49991,46.92182,51,45-54,32,77,20,201501,28032
49992,39.12959,14,55-64,10,24,20,201501,28032
49993,7.72,0,filtered,0,2,20,201501,28032
49994,8.1708,16,<=24,14,25,20,201501,28023
49995,27.63569,35,25-34,32,51,20,201501,28023
49996,36.0186,39,35-44,36,57,20,201501,28023
49997,47.16432,35,45-54,29,51,20,201501,28023
49998,29.43744,25,55-64,26,39,20,201501,28023
49999,54.03286,7,>=65,5,7,20,201501,28023
50000,15.12818,7,<=24,9,11,20,201501,28005
50001,20.55128,32,25-34,31,78,20,201501,28005
50002,17.20562,48,35-44,27,57,20,201501,28005
50003,42.99125,46,45-54,30,56,20,201501,28005
50004,65.64433,21,55-64,24,30,20,201501,28005
50005,29.65,8,>=65,8,13,20,201501,28005
50006,51.61063,14,25-34,14,16,20,201501,28014
50007,29.24339,27,35-44,35,59,20,201501,28014
50008,62.83314,21,45-54,18,35,20,201501,28014
50009,138.314,8,55-64,6,10,20,201501,28014
50010,79.1275,7,>=65,8,8,20,201501,28014
50011,50.44,0,filtered,0,3,20,201501,28014
50012,46.50412,23,25-34,23,34,20,201501,28012
50013,24.56903,17,35-44,21,31,20,201501,28012
50014,27.95833,14,45-54,19,36,20,201501,28012
50015,65.89135,14,55-64,16,37,20,201501,28012
50016,85.2225,7,>=65,6,8,20,201501,28012
50017,7.7,0,filtered,0,1,20,201501,28012
50018,13.73066,28,25-34,20,46,20,201501,28011
50019,26.37466,26,35-44,25,45,20,201501,28011
50020,27.0525,24,45-54,17,40,20,201501,28011
50021,214.163,7,55-64,8,10,20,201501,28011
50022,77.59294,3,>=65,7,17,20,201501,28011
50023,2.45,0,filtered,0,1,20,201501,28011
50024,18.72826,13,25-34,15,23,20,201501,28022
50025,20.95606,54,35-44,45,137,20,201501,28022
50026,33.87689,38,45-54,32,61,20,201501,28022
50027,30.53591,9,55-64,9,22,20,201501,28022
50028,32.41,0,filtered,0,5,20,201501,28022
50029,3.99609,6,<=24,7,23,20,201501,28008
50030,20.07237,33,25-34,30,59,20,201501,28008
50031,25.57067,27,35-44,26,75,20,201501,28008
50032,31.60289,26,45-54,23,52,20,201501,28008
50033,36.83826,15,55-64,18,23,20,201501,28008
50034,33.90182,8,>=65,9,11,20,201501,28008
50035,6.42733,7,<=24,11,15,20,201501,28100
50036,14.64338,32,25-34,33,71,20,201501,28100
50037,45.83116,33,35-44,30,43,20,201501,28100
50038,33.32542,32,45-54,31,48,20,201501,28100
50039,22.6685,25,55-64,23,40,20,201501,28100
50040,35.09444,6,>=65,6,9,20,201501,28100
50041,242.91312,15,25-34,11,16,20,201501,28055
50042,41.033,21,35-44,21,30,20,201501,28055
50043,42.82429,3,45-54,4,7,20,201501,28055
50044,48.938,4,55-64,4,5,20,201501,28055
50045,28.23333,0,filtered,0,3,20,201501,28055
50046,15.40286,7,<=24,6,7,20,201501,28224
50047,15.87969,24,25-34,25,33,20,201501,28224
50048,30.20231,41,35-44,40,65,20,201501,28224
50049,46.46556,28,45-54,21,36,20,201501,28224
50050,29.09654,18,55-64,15,26,20,201501,28224
50051,95.84,5,>=65,4,5,20,201501,28224
50052,3.25555,5,<=24,7,9,20,201501,28223
50053,14.98886,33,25-34,25,44,20,201501,28223
50054,21.34481,21,35-44,20,52,20,201501,28223
50055,39.93929,26,45-54,26,42,20,201501,28223
50056,74.02421,13,55-64,14,19,20,201501,28223
50057,49.2275,7,>=65,10,12,20,201501,28223
50058,6.02167,4,<=24,4,6,20,201501,28038
50059,13.56475,23,25-34,21,40,20,201501,28038
50060,33.07019,21,35-44,22,51,20,201501,28038
50061,59.78695,14,45-54,13,23,20,201501,28038
50062,54.48084,8,55-64,10,12,20,201501,28038
50063,50.135,5,>=65,10,16,20,201501,28038
50064,8.14,7,<=24,8,10,20,201501,28760
50065,16.92349,25,25-34,22,43,20,201501,28760
50066,17.63834,26,35-44,21,42,20,201501,28760
50067,27.98716,29,45-54,29,60,20,201501,28760
50068,122.06266,10,55-64,12,15,20,201501,28760
50069,32.28809,28,25-34,30,47,20,201501,28049
50070,23.89406,47,35-44,42,69,20,201501,28049
50071,35.014,20,45-54,19,25,20,201501,28049
