id,avg,cards,age,merchants,txs,zipcode_id,date,origin_zipcode
2766,19.42719,9,<=24,17,32,285,201509,28012
2767,50.48613,64,25-34,84,137,285,201509,28012
2768,53.14728,68,35-44,89,114,285,201509,28012
2769,69.876,40,45-54,56,65,285,201509,28012
2770,55.63041,23,55-64,34,48,285,201509,28012
2771,83.24905,15,>=65,19,21,285,201509,28012
2772,51.02445,7,<=24,6,9,285,201509,28660
2773,47.93931,27,25-34,41,58,285,201509,28660
2774,79.26754,54,35-44,62,102,285,201509,28660
2775,101.4803,37,45-54,40,66,285,201509,28660
2776,83.00073,26,55-64,29,41,285,201509,28660
2777,67.13818,6,>=65,11,11,285,201509,28660
2778,18.30636,8,<=24,11,11,285,201509,28049
2779,57.315,29,25-34,31,36,285,201509,28049
2780,46.20434,80,35-44,89,150,285,201509,28049
2781,41.34222,17,45-54,16,18,285,201509,28049
2782,113.41584,8,55-64,11,12,285,201509,28049
2783,2685.115,0,filtered,0,4,285,201509,28049
2784,14.30143,6,<=24,7,7,285,201509,28039
2785,47.44776,53,25-34,62,98,285,201509,28039
2786,34.74918,69,35-44,90,134,285,201509,28039
2787,35.54667,45,45-54,49,66,285,201509,28039
2788,90.60185,38,55-64,48,65,285,201509,28039
2789,185.88941,14,>=65,16,17,285,201509,28039
2790,128.705,14,<=24,15,18,285,201509,28230
2791,30.14369,33,25-34,43,57,285,201509,28230
2792,51.2528,46,35-44,62,75,285,201509,28230
2793,63.15313,51,45-54,58,99,285,201509,28230
2794,72.32451,35,55-64,52,71,285,201509,28230
2795,71.85313,14,>=65,14,16,285,201509,28230
2796,26.7435,12,<=24,19,20,285,201509,28019
2797,90.39825,43,25-34,62,80,285,201509,28019
2798,49.42029,56,35-44,76,105,285,201509,28019
2799,47.56512,49,45-54,51,80,285,201509,28019
2800,67.8941,32,55-64,30,39,285,201509,28019
2801,36.002,13,>=65,15,15,285,201509,28019
2802,14.93834,7,<=24,18,24,285,201509,28220
2803,68.43154,31,25-34,41,52,285,201509,28220
2804,58.70606,38,35-44,51,66,285,201509,28220
2805,99.14333,33,45-54,39,48,285,201509,28220
2806,158.19871,23,55-64,27,31,285,201509,28220
2807,71.00069,13,>=65,23,29,285,201509,28220
2808,58.18647,9,<=24,16,17,285,201509,28100
2809,59.58172,33,25-34,40,64,285,201509,28100
2810,57.41645,53,35-44,64,93,285,201509,28100
2811,98.81279,37,45-54,50,68,285,201509,28100
2812,34.71205,18,55-64,26,39,285,201509,28100
2813,141.58,8,>=65,7,8,285,201509,28100
2814,20.06,10,<=24,11,12,285,201509,28046
2815,54.11507,34,25-34,53,65,285,201509,28046
2816,60.96707,24,35-44,44,58,285,201509,28046
2817,138.62149,17,45-54,34,47,285,201509,28046
2818,76.25062,24,55-64,37,49,285,201509,28046
2819,64.6345,12,>=65,12,20,285,201509,28046
2820,82.60833,5,<=24,6,6,285,201509,28850
2821,26.64954,42,25-34,62,108,285,201509,28850
2822,66.04481,60,35-44,59,104,285,201509,28850
2823,59.0318,31,45-54,26,50,285,201509,28850
2824,109.8564,16,55-64,19,25,285,201509,28850
2825,80.926,8,>=65,5,10,285,201509,28850
2826,29.91077,8,<=24,11,13,285,201509,28038
2827,47.16833,36,25-34,40,48,285,201509,28038
2828,50.52363,39,35-44,52,80,285,201509,28038
2829,283.7475,18,45-54,18,24,285,201509,28038
2830,98.46136,13,55-64,18,22,285,201509,28038
2831,46.47692,9,>=65,9,13,285,201509,28038
2832,59.35731,19,<=24,25,26,285,201509,28031
2833,30.12395,36,25-34,48,71,285,201509,28031
2834,55.65,47,35-44,54,68,285,201509,28031
2835,61.43377,29,45-54,32,45,285,201509,28031
2836,91.52389,32,55-64,45,54,285,201509,28031
2837,46.28619,14,>=65,17,21,285,201509,28031
2838,16.47666,4,<=24,13,15,285,201509,46010
2839,43.29147,9,25-34,18,41,285,201509,46010
2840,107.48571,6,35-44,6,7,285,201509,46010
2841,70.194,4,45-54,4,5,285,201509,46010
2842,249.08462,4,55-64,13,13,285,201509,46010
2843,1297.24714,4,>=65,5,7,285,201509,46010
2844,39.31286,4,<=24,7,7,285,201509,28013
2845,29.61416,38,25-34,51,65,285,201509,28013
2846,37.55795,34,35-44,76,122,285,201509,28013
2847,120.60478,17,45-54,19,23,285,201509,28013
2848,228.72222,14,55-64,17,18,285,201509,28013
2849,77.02316,10,>=65,14,19,285,201509,28013
2850,133.13231,8,<=24,10,13,285,201509,28025
2851,91.23071,30,25-34,34,42,285,201509,28025
2852,37.13692,56,35-44,67,81,285,201509,28025
2853,73.98976,28,45-54,31,41,285,201509,28025
2854,70.8436,17,55-64,19,25,285,201509,28025
2855,125.4475,7,>=65,8,8,285,201509,28025
2856,36.00059,12,<=24,17,17,285,201509,28760
2857,53.61834,27,25-34,41,48,285,201509,28760
2858,24.62379,25,35-44,36,66,285,201509,28760
2859,69.37849,44,45-54,60,73,285,201509,28760
2860,57.28591,30,55-64,34,44,285,201509,28760
2861,132.08818,8,>=65,11,11,285,201509,28760
2862,21.45,6,<=24,7,7,285,201509,28026
2863,25.18172,35,25-34,44,64,285,201509,28026
2864,56.99085,39,35-44,55,71,285,201509,28026
2865,85.3419,39,45-54,40,58,285,201509,28026
2866,39.65139,28,55-64,30,43,285,201509,28026
2867,57.1375,6,>=65,8,8,285,201509,28026
2868,29.71154,5,<=24,9,13,285,201509,48993
2869,64.51099,17,25-34,45,71,285,201509,48993
2870,85.91063,10,35-44,14,16,285,201509,48993
2871,65.01518,8,45-54,21,27,285,201509,48993
2872,68.53,5,55-64,5,5,285,201509,48993
2873,154.42408,11,>=65,26,27,285,201509,48993
2874,34.86907,1213,<=24,492,2317,285,201509,others
2875,46.11295,4139,25-34,987,7937,285,201509,others
2876,56.04078,3924,35-44,1018,6681,285,201509,others
2877,78.96928,2532,45-54,872,4142,285,201509,others
2878,99.35631,1595,55-64,716,2403,285,201509,others
2879,117.76729,735,>=65,446,1041,285,201509,others
2880,35.91886,60,<=24,97,184,285,201510,U
2881,43.78087,119,25-34,185,388,285,201510,U
2882,93.25776,84,35-44,120,196,285,201510,U
2883,103.49853,89,45-54,182,287,285,201510,U
2884,157.1372,71,55-64,132,186,285,201510,U
2885,173.67284,61,>=65,147,240,285,201510,U
2886,150.32495,2801,Unknown,1091,5828,285,201510,U
2887,1883.55333,3,Unknown,3,3,285,201510,28001
2888,26.3557,91,<=24,154,328,285,201510,28001
2889,41.12331,361,25-34,474,1730,285,201510,28001
2890,38.69954,346,35-44,474,1859,285,201510,28001
2891,45.34978,292,45-54,413,1462,285,201510,28001
2892,57.90073,302,55-64,453,1309,285,201510,28001
2893,54.91358,328,>=65,379,1201,285,201510,28001
2894,36.61237,72,<=24,98,173,285,201510,28006
2895,41.37224,300,25-34,301,918,285,201510,28006
2896,49.52574,283,35-44,335,889,285,201510,28006
2897,69.73727,203,45-54,237,543,285,201510,28006
2898,83.49573,191,55-64,215,457,285,201510,28006
2899,64.08888,197,>=65,221,493,285,201510,28006
2900,40.76919,48,<=24,69,112,285,201510,28009
2901,39.79501,227,25-34,224,503,285,201510,28009
2902,48.64089,241,35-44,243,562,285,201510,28009
2903,55.77672,235,45-54,234,560,285,201510,28009
2904,89.17385,197,55-64,169,364,285,201510,28009
2905,68.83693,182,>=65,176,397,285,201510,28009
2906,36.435,28,<=24,33,44,285,201510,28007
2907,50.49066,166,25-34,176,347,285,201510,28007
2908,59.20602,229,35-44,237,503,285,201510,28007
2909,55.57148,205,45-54,208,437,285,201510,28007
2910,67.58826,195,55-64,168,346,285,201510,28007
2911,72.39096,198,>=65,170,334,285,201510,28007
2912,58.4575,39,<=24,43,60,285,201510,28028
2913,41.41042,260,25-34,216,543,285,201510,28028
2914,51.16792,259,35-44,215,519,285,201510,28028
2915,49.29306,207,45-54,191,401,285,201510,28028
2916,68.22022,190,55-64,149,329,285,201510,28028
2917,64.81855,175,>=65,139,310,285,201510,28028
2918,50.91548,16,<=24,23,31,285,201510,28010
2919,54.23126,152,25-34,206,389,285,201510,28010
2920,70.69186,126,35-44,181,302,285,201510,28010
2921,96.58854,107,45-54,141,226,285,201510,28010
2922,131.34669,79,55-64,89,121,285,201510,28010
2923,174.67138,81,>=65,100,145,285,201510,28010
2924,18.0731,74,Unknown,65,187,285,201510,28002
2925,23.21292,33,<=24,47,72,285,201510,28002
2926,43.19171,198,25-34,185,385,285,201510,28002
2927,57.41427,184,35-44,185,384,285,201510,28002
2928,57.54321,159,45-54,156,302,285,201510,28002
2929,81.31523,156,55-64,140,266,285,201510,28002
2930,73.72135,129,>=65,131,215,285,201510,28002
2931,21.96038,36,<=24,39,53,285,201510,28043
2932,47.33261,129,25-34,140,226,285,201510,28043
2933,69.80553,182,35-44,183,309,285,201510,28043
2934,79.28126,140,45-54,145,238,285,201510,28043
2935,106.26984,113,55-64,128,193,285,201510,28043
2936,115.6299,70,>=65,75,98,285,201510,28043
2937,47.25909,25,<=24,29,33,285,201510,28016
2938,76.90612,84,25-34,105,170,285,201510,28016
2939,63.34712,126,35-44,141,253,285,201510,28016
2940,70.04237,84,45-54,95,156,285,201510,28016
2941,86.91314,73,55-64,102,153,285,201510,28016
2942,86.48657,90,>=65,98,140,285,201510,28016
2943,27.7062,25,<=24,36,50,285,201510,28034
2944,45.02446,95,25-34,133,211,285,201510,28034
2945,50.64978,93,35-44,107,181,285,201510,28034
2946,84.11441,81,45-54,94,127,285,201510,28034
2947,153.74429,88,55-64,106,161,285,201510,28034
2948,193.68927,39,>=65,47,55,285,201510,28034
2949,48.1815,16,<=24,26,40,285,201510,28003
2950,41.60536,117,25-34,122,213,285,201510,28003
2951,81.73781,130,35-44,149,252,285,201510,28003
2952,94.12745,73,45-54,102,145,285,201510,28003
2953,81.10045,84,55-64,116,157,285,201510,28003
2954,89.21322,55,>=65,67,90,285,201510,28003
2955,34.63925,26,<=24,31,40,285,201510,28033
2956,57.75197,93,25-34,134,203,285,201510,28033
2957,52.69,142,35-44,153,281,285,201510,28033
2958,57.2227,153,45-54,157,281,285,201510,28033
2959,77.32623,88,55-64,106,130,285,201510,28033
2960,82.49809,84,>=65,86,115,285,201510,28033
2961,1794.45,0,filtered,0,1,285,201510,28033
2962,25.38867,28,<=24,34,45,285,201510,28027
2963,41.89533,103,25-34,132,227,285,201510,28027
2964,54.23372,123,35-44,117,223,285,201510,28027
2965,61.26474,157,45-54,141,266,285,201510,28027
2966,74.04488,121,55-64,122,207,285,201510,28027
2967,90.73348,69,>=65,73,109,285,201510,28027
2968,39.89058,26,<=24,50,69,285,201510,28035
2969,43.09397,97,25-34,125,214,285,201510,28035
2970,66.51688,127,35-44,157,237,285,201510,28035
2971,62.32149,86,45-54,95,161,285,201510,28035
2972,120.55368,69,55-64,91,144,285,201510,28035
2973,100.83429,59,>=65,65,84,285,201510,28035
2974,46.07476,17,<=24,20,21,285,201510,28045
2975,42.94786,115,25-34,129,206,285,201510,28045
2976,50.31532,201,35-44,194,425,285,201510,28045
2977,68.46722,145,45-54,146,270,285,201510,28045
2978,58.65541,91,55-64,95,144,285,201510,28045
2979,54.30823,37,>=65,41,62,285,201510,28045
2980,29.23525,26,<=24,45,61,285,201510,28023
2981,42.53711,88,25-34,117,225,285,201510,28023
2982,89.62114,88,35-44,110,167,285,201510,28023
2983,86.02488,116,45-54,127,203,285,201510,28023
2984,86.31423,51,55-64,78,104,285,201510,28023
2985,152.75196,37,>=65,40,51,285,201510,28023
2986,20.8536,17,<=24,33,50,285,201510,28020
2987,46.35143,119,25-34,149,251,285,201510,28020
2988,47.87554,100,35-44,137,204,285,201510,28020
2989,97.98081,79,45-54,109,135,285,201510,28020
2990,103.98337,65,55-64,65,101,285,201510,28020
2991,174.66544,59,>=65,61,79,285,201510,28020
2992,43.37862,33,<=24,58,87,285,201510,28036
2993,47.64987,114,25-34,146,234,285,201510,28036
2994,55.91059,125,35-44,157,275,285,201510,28036
2995,79.57026,81,45-54,86,116,285,201510,28036
2996,106.73895,56,55-64,71,95,285,201510,28036
2997,117.79153,57,>=65,70,85,285,201510,28036
2998,27.30858,11,<=24,19,28,285,201510,28014
2999,48.27312,77,25-34,129,199,285,201510,28014
3000,74.23172,69,35-44,112,163,285,201510,28014
3001,54.45636,55,45-54,83,121,285,201510,28014
3002,91.12413,56,55-64,95,143,285,201510,28014
3003,123.70421,55,>=65,81,133,285,201510,28014
3004,40.35743,20,<=24,31,35,285,201510,28050
3005,45.74495,121,25-34,130,206,285,201510,28050
3006,61.2585,271,35-44,241,481,285,201510,28050
3007,47.08406,96,45-54,117,202,285,201510,28050
3008,84.76377,37,55-64,52,77,285,201510,28050
3009,93.45111,15,>=65,17,18,285,201510,28050
3010,22.2102,25,<=24,38,50,285,201510,28004
3011,48.18597,113,25-34,108,201,285,201510,28004
3012,77.49202,134,35-44,157,267,285,201510,28004
3013,105.88754,70,45-54,87,130,285,201510,28004
3014,83.28942,42,55-64,59,69,285,201510,28004
3015,80.38762,26,>=65,46,63,285,201510,28004
3016,35.056,22,<=24,37,45,285,201510,28015
3017,36.23878,116,25-34,158,296,285,201510,28015
3018,54.77819,107,35-44,129,188,285,201510,28015
3019,97.4981,76,45-54,96,137,285,201510,28015
3020,85.446,56,55-64,57,75,285,201510,28015
3021,116.83528,44,>=65,45,53,285,201510,28015
3022,52.81111,19,<=24,21,27,285,201510,28030
3023,51.14283,84,25-34,97,152,285,201510,28030
3024,40.97867,145,35-44,147,249,285,201510,28030
3025,53.78843,134,45-54,119,204,285,201510,28030
3026,64.76462,112,55-64,98,182,285,201510,28030
3027,58.4801,80,>=65,64,99,285,201510,28030
3028,16.29787,25,<=24,33,47,285,201510,28005
3029,45.72163,90,25-34,92,135,285,201510,28005
3030,42.70106,137,35-44,149,273,285,201510,28005
3031,65.46,103,45-54,117,183,285,201510,28005
3032,83.20909,70,55-64,87,110,285,201510,28005
3033,106.38781,27,>=65,31,41,285,201510,28005
3034,37.70937,23,<=24,23,32,285,201510,28017
3035,51.02621,86,25-34,85,132,285,201510,28017
3036,52.89193,114,35-44,100,187,285,201510,28017
3037,41.96241,96,45-54,81,145,285,201510,28017
3038,54.17671,95,55-64,85,170,285,201510,28017
3039,84.96887,41,>=65,32,53,285,201510,28017
3040,68.71034,20,<=24,24,29,285,201510,28109
3041,54.67822,72,25-34,110,157,285,201510,28109
3042,54.01113,53,35-44,63,98,285,201510,28109
3043,68.45217,56,45-54,68,97,285,201510,28109
3044,70.52437,37,55-64,71,119,285,201510,28109
3045,70.77227,25,>=65,42,44,285,201510,28109
3046,53.4728,15,<=24,23,25,285,201510,28032
3047,70.76716,44,25-34,55,81,285,201510,28032
3048,45.41497,124,35-44,101,203,285,201510,28032
3049,46.93723,102,45-54,103,195,285,201510,28032
3050,93.73486,39,55-64,42,72,285,201510,28032
3051,62.12607,18,>=65,21,28,285,201510,28032
3052,66.64637,13,<=24,20,22,285,201510,28224
3053,58.46601,50,25-34,95,143,285,201510,28224
3054,48.04525,64,35-44,93,139,285,201510,28224
3055,72.42987,54,45-54,46,74,285,201510,28224
3056,103.12168,48,55-64,66,101,285,201510,28224
3057,57.80333,16,>=65,20,24,285,201510,28224
3058,40.0085,12,<=24,19,20,285,201510,28008
3059,44.99211,75,25-34,103,161,285,201510,28008
3060,66.81916,61,35-44,70,95,285,201510,28008
3061,70.20011,49,45-54,68,94,285,201510,28008
3062,77.14148,57,55-64,80,115,285,201510,28008
3063,83.41546,29,>=65,29,44,285,201510,28008
3064,39.60737,30,<=24,43,61,285,201510,28223
3065,34.00917,52,25-34,56,84,285,201510,28223
3066,44.22287,56,35-44,77,115,285,201510,28223
3067,89.76821,70,45-54,95,123,285,201510,28223
3068,117.51661,44,55-64,48,59,285,201510,28223
3069,133.92806,25,>=65,34,36,285,201510,28223
3070,13.85091,7,<=24,19,44,285,201510,28022
3071,46.98679,60,25-34,62,81,285,201510,28022
3072,72.10314,99,35-44,124,185,285,201510,28022
3073,49.37561,92,45-54,91,148,285,201510,28022
3074,59.7475,57,55-64,62,88,285,201510,28022
3075,167.42846,11,>=65,13,13,285,201510,28022
3076,33.79059,11,<=24,15,17,285,201510,28042
3077,57.6461,64,25-34,86,118,285,201510,28042
3078,50.02592,92,35-44,117,186,285,201510,28042
3079,52.51727,75,45-54,83,132,285,201510,28042
3080,75.7919,35,55-64,42,58,285,201510,28042
3081,53.02085,30,>=65,41,59,285,201510,28042
3082,72.68833,10,<=24,11,12,285,201510,28029
3083,38.27635,83,25-34,90,134,285,201510,28029
3084,59.29674,92,35-44,96,144,285,201510,28029
3085,82.4534,37,45-54,43,53,285,201510,28029
3086,87.02574,44,55-64,49,54,285,201510,28029
3087,60.475,36,>=65,37,42,285,201510,28029
3088,24.08118,13,<=24,12,17,285,201510,28039
3089,47.40048,54,25-34,72,104,285,201510,28039
3090,53.8665,78,35-44,124,186,285,201510,28039
3091,63.66191,53,45-54,53,73,285,201510,28039
3092,59.30763,35,55-64,47,59,285,201510,28039
3093,104.40773,18,>=65,20,22,285,201510,28039
3094,6.58375,6,<=24,8,16,285,201510,28012
3095,38.01933,80,25-34,99,149,285,201510,28012
3096,36.21781,56,35-44,83,105,285,201510,28012
3097,104.09707,45,45-54,60,82,285,201510,28012
3098,58.171,24,55-64,27,40,285,201510,28012
3099,88.04774,19,>=65,27,31,285,201510,28012
3100,24.66385,12,<=24,10,13,285,201510,28230
3101,37.92682,40,25-34,46,66,285,201510,28230
3102,56.98391,63,35-44,70,97,285,201510,28230
3103,49.32134,55,45-54,69,112,285,201510,28230
3104,54.89174,37,55-64,45,75,285,201510,28230
3105,125.335,22,>=65,29,30,285,201510,28230
3106,15.624,7,<=24,9,15,285,201510,28026
3107,53.22694,28,25-34,34,49,285,201510,28026
3108,34.52612,35,35-44,45,67,285,201510,28026
3109,251.79679,33,45-54,38,56,285,201510,28026
3110,42.16441,18,55-64,24,34,285,201510,28026
3111,52.65857,12,>=65,13,14,285,201510,28026
3112,10.85,3,<=24,4,8,285,201510,28019
3113,48.18301,47,25-34,64,83,285,201510,28019
3114,49.74177,56,35-44,68,96,285,201510,28019
3115,52.08443,53,45-54,62,88,285,201510,28019
3116,85.25308,31,55-64,42,52,285,201510,28019
3117,129.60291,18,>=65,18,24,285,201510,28019
3118,36.01733,9,<=24,10,15,285,201510,48930
3119,47.63561,27,25-34,63,114,285,201510,48930
3120,79.20324,20,35-44,32,37,285,201510,48930
3121,135.58909,9,45-54,9,11,285,201510,48930
3122,184.9665,14,55-64,19,20,285,201510,48930
3123,151.00354,16,>=65,25,31,285,201510,48930
3124,16.03,7,<=24,8,9,285,201510,28013
3125,26.96695,29,25-34,48,72,285,201510,28013
3126,46.25375,34,35-44,58,80,285,201510,28013
3127,113.47483,18,45-54,27,31,285,201510,28013
3128,54.8175,11,55-64,12,16,285,201510,28013
3129,186.47739,14,>=65,31,46,285,201510,28013
3130,25.22636,7,<=24,10,11,285,201510,28031
3131,29.56472,40,25-34,46,70,285,201510,28031
3132,76.4425,54,35-44,62,92,285,201510,28031
3133,48.64678,39,45-54,46,56,285,201510,28031
3134,78.14511,32,55-64,32,47,285,201510,28031
3135,48.4345,14,>=65,16,20,285,201510,28031
3136,39.11778,8,<=24,9,9,285,201510,28046
3137,43.25295,33,25-34,55,71,285,201510,28046
3138,54.33435,34,35-44,54,69,285,201510,28046
3139,97.1412,28,45-54,38,50,285,201510,28046
3140,47.88983,22,55-64,41,60,285,201510,28046
3141,81.54273,17,>=65,18,22,285,201510,28046
3142,282.32,6,<=24,6,7,285,201510,28025
3143,40.02053,36,25-34,42,57,285,201510,28025
3144,51.77255,59,35-44,64,94,285,201510,28025
3145,54.7571,32,45-54,40,76,285,201510,28025
3146,49.832,20,55-64,22,25,285,201510,28025
3147,158.66727,8,>=65,9,11,285,201510,28025
3148,22.62353,9,<=24,12,17,285,201510,28660
3149,42.54958,31,25-34,39,47,285,201510,28660
3150,60.85048,57,35-44,60,105,285,201510,28660
3151,41.02741,40,45-54,48,85,285,201510,28660
3152,128.73782,14,55-64,22,23,285,201510,28660
3153,58.59824,8,>=65,13,17,285,201510,28660
3154,23.32786,8,<=24,13,14,285,201510,28011
3155,45.79776,40,25-34,52,67,285,201510,28011
3156,43.34847,40,35-44,47,72,285,201510,28011
3157,61.07762,43,45-54,50,63,285,201510,28011
3158,86.59019,33,55-64,39,53,285,201510,28011
3159,61.34666,14,>=65,14,18,285,201510,28011
3160,229.888,3,<=24,4,5,285,201510,28850
3161,28.3625,37,25-34,63,104,285,201510,28850
3162,40.01952,60,35-44,75,125,285,201510,28850
3163,49.77557,45,45-54,42,70,285,201510,28850
3164,64.86067,20,55-64,22,30,285,201510,28850
3165,239.07667,6,>=65,4,6,285,201510,28850
3166,27.32767,15,<=24,25,30,285,201510,28760
3167,59.52646,28,25-34,40,48,285,201510,28760
3168,45.42967,32,35-44,39,60,285,201510,28760
3169,59.32696,47,45-54,64,92,285,201510,28760
3170,49.99826,38,55-64,52,69,285,201510,28760
3171,117.29,4,>=65,5,5,285,201510,28760
3172,15.875,7,<=24,9,12,285,201510,28221
3173,45.82105,23,25-34,31,38,285,201510,28221
3174,94.22786,27,35-44,34,42,285,201510,28221
3175,105.30816,24,45-54,31,38,285,201510,28221
3176,130.51846,20,55-64,32,39,285,201510,28221
3177,61.125,8,>=65,12,12,285,201510,28221
3178,14.82839,12,<=24,23,31,285,201510,28220
3179,56.69228,38,25-34,39,57,285,201510,28220
3180,31.25744,43,35-44,61,82,285,201510,28220
3181,74.08736,47,45-54,50,68,285,201510,28220
3182,61.87939,20,55-64,20,33,285,201510,28220
3183,47.02868,17,>=65,24,38,285,201510,28220
3184,44.94191,9,<=24,15,21,285,201510,48992
3185,39.00746,19,25-34,42,63,285,201510,48992
3186,103.87864,11,35-44,18,22,285,201510,48992
3187,112.43118,10,45-54,16,17,285,201510,48992
3188,329.99333,5,55-64,8,9,285,201510,48992
3189,1088.9925,4,>=65,4,4,285,201510,48992
3190,14.77829,14,<=24,27,35,285,201510,28100
3191,40.77043,47,25-34,66,92,285,201510,28100
3192,36.05637,47,35-44,56,91,285,201510,28100
3193,60.12219,50,45-54,60,82,285,201510,28100
3194,27.97333,15,55-64,20,36,285,201510,28100
3195,201,5,>=65,6,6,285,201510,28100
3196,34.95747,1296,<=24,526,2578,285,201510,others
3197,46.19366,4570,25-34,1004,8816,285,201510,others
3198,60.18669,4390,35-44,1047,7763,285,201510,others
3199,70.32963,2848,45-54,906,4784,285,201510,others
3200,101.95178,1841,55-64,742,2760,285,201510,others
3201,114.96384,887,>=65,506,1335,285,201510,others
3202,58.26235,66,<=24,101,200,285,201511,U
3203,49.19174,135,25-34,197,432,285,201511,U
3204,95.13645,82,35-44,120,183,285,201511,U
3205,83.58279,74,45-54,172,294,285,201511,U
3206,104.72037,54,55-64,117,162,285,201511,U
3207,141.68987,59,>=65,136,232,285,201511,U
3208,143.67739,2825,Unknown,1118,5911,285,201511,U
3209,27.05088,86,<=24,159,306,285,201511,28001
3210,42.29537,374,25-34,500,1730,285,201511,28001
3211,38.54527,394,35-44,513,1849,285,201511,28001
3212,43.70451,301,45-54,451,1559,285,201511,28001
3213,55.6909,298,55-64,435,1361,285,201511,28001
3214,55.60733,332,>=65,361,1203,285,201511,28001
3215,6383.33,0,filtered,0,1,285,201511,28001
3216,35.82882,70,<=24,90,169,285,201511,28006
3217,36.19966,311,25-34,340,938,285,201511,28006
3218,55.63661,269,35-44,356,867,285,201511,28006
3219,61.55168,215,45-54,239,550,285,201511,28006
3220,72.73317,201,55-64,223,477,285,201511,28006
3221,68.01356,213,>=65,222,502,285,201511,28006
3222,29.25171,58,<=24,70,135,285,201511,28009
3223,46.01676,229,25-34,226,536,285,201511,28009
3224,58.97912,251,35-44,269,581,285,201511,28009
3225,57.10866,240,45-54,259,603,285,201511,28009
3226,68.11165,186,55-64,158,308,285,201511,28009
3227,62.33911,206,>=65,193,385,285,201511,28009
3228,45.11284,48,<=24,69,102,285,201511,28028
3229,35.89338,226,25-34,190,488,285,201511,28028
3230,55.42567,258,35-44,238,519,285,201511,28028
3231,52.68543,210,45-54,199,416,285,201511,28028
3232,67.76389,190,55-64,163,329,285,201511,28028
3233,82.3344,224,>=65,160,371,285,201511,28028
3234,35.85294,41,<=24,51,68,285,201511,28007
3235,51.92761,185,25-34,199,377,285,201511,28007
3236,53.07445,230,35-44,216,460,285,201511,28007
3237,52.61791,241,45-54,215,488,285,201511,28007
3238,71.53772,227,55-64,197,403,285,201511,28007
3239,75.23705,175,>=65,149,285,285,201511,28007
3240,17.04987,70,Unknown,62,150,285,201511,28002
3241,34.49457,35,<=24,51,70,285,201511,28002
3242,50.41791,203,25-34,207,425,285,201511,28002
3243,50.26947,190,35-44,184,375,285,201511,28002
3244,78.67369,166,45-54,181,336,285,201511,28002
3245,78.64812,165,55-64,161,298,285,201511,28002
3246,89.17474,141,>=65,147,243,285,201511,28002
3247,43.75595,27,<=24,35,42,285,201511,28010
3248,42.48897,166,25-34,199,418,285,201511,28010
3249,69.35402,149,35-44,212,334,285,201511,28010
3250,72.61958,113,45-54,153,263,285,201511,28010
3251,112.33307,87,55-64,108,150,285,201511,28010
3252,338.56127,70,>=65,87,103,285,201511,28010
3253,24.51262,41,<=24,45,61,285,201511,28043
3254,41.91029,134,25-34,159,271,285,201511,28043
3255,60.01676,161,35-44,175,281,285,201511,28043
3256,66.59144,150,45-54,177,299,285,201511,28043
3257,102.05779,124,55-64,140,217,285,201511,28043
3258,88.18577,75,>=65,91,104,285,201511,28043
3259,19.99,22,<=24,24,33,285,201511,28033
3260,48.89039,117,25-34,142,234,285,201511,28033
3261,57.73676,135,35-44,166,284,285,201511,28033
3262,64.96705,152,45-54,170,288,285,201511,28033
3263,66.71751,89,55-64,108,153,285,201511,28033
3264,108.60612,97,>=65,102,152,285,201511,28033
3265,47.27708,17,<=24,19,24,285,201511,28045
3266,50.97365,111,25-34,116,186,285,201511,28045
3267,54.08231,229,35-44,213,455,285,201511,28045
3268,67.20956,159,45-54,178,317,285,201511,28045
3269,67.2748,109,55-64,108,181,285,201511,28045
3270,45.12366,44,>=65,48,82,285,201511,28045
3271,33.70777,31,<=24,38,54,285,201511,28027
3272,46.41013,121,25-34,135,223,285,201511,28027
3273,47.8639,138,35-44,140,249,285,201511,28027
3274,64.07475,178,45-54,161,318,285,201511,28027
3275,68.05267,137,55-64,137,247,285,201511,28027
3276,74.06116,89,>=65,86,147,285,201511,28027
3277,23.5803,21,<=24,29,33,285,201511,28016
3278,67.01181,98,25-34,114,166,285,201511,28016
3279,73.68792,125,35-44,146,259,285,201511,28016
3280,90.716,88,45-54,109,155,285,201511,28016
3281,95.64497,78,55-64,91,143,285,201511,28016
3282,92.71007,93,>=65,110,143,285,201511,28016
3283,30.78222,23,<=24,27,36,285,201511,28003
3284,51.32365,117,25-34,138,230,285,201511,28003
3285,83.15611,108,35-44,149,226,285,201511,28003
3286,82.19949,86,45-54,124,156,285,201511,28003
3287,103.03338,71,55-64,108,145,285,201511,28003
3288,77.49216,72,>=65,83,116,285,201511,28003
3289,29.38333,26,<=24,36,60,285,201511,28020
3290,62.26606,115,25-34,144,203,285,201511,28020
3291,53.54832,94,35-44,125,185,285,201511,28020
3292,60.69973,63,45-54,111,148,285,201511,28020
3293,189.16495,68,55-64,75,107,285,201511,28020
3294,127.30295,57,>=65,72,95,285,201511,28020
3295,24.09214,34,<=24,50,84,285,201511,28036
3296,49.73062,114,25-34,142,226,285,201511,28036
3297,80.67792,98,35-44,145,197,285,201511,28036
3298,84.17472,87,45-54,100,140,285,201511,28036
3299,83.42863,70,55-64,79,102,285,201511,28036
3300,141.31915,72,>=65,84,106,285,201511,28036
3301,63.1,10,<=24,14,18,285,201511,28014
3302,43.01298,68,25-34,115,188,285,201511,28014
